Year,Date,Time,DateTime,Site,Temp,RGRID
2017,5/25/2017,5:00,5/25/2017 5:00,Experiment,2.837,
2017,5/25/2017,6:00,5/25/2017 6:00,Experiment,2.73,
2017,5/25/2017,7:00,5/25/2017 7:00,Experiment,2.943,
2017,5/25/2017,8:00,5/25/2017 8:00,Experiment,3.578,
2017,5/25/2017,9:00,5/25/2017 9:00,Experiment,4.934,
2017,5/25/2017,10:00,5/25/2017 10:00,Experiment,5.86,
2017,5/25/2017,11:00,5/25/2017 11:00,Experiment,7.882,
2017,5/25/2017,12:00,5/25/2017 12:00,Experiment,8.779,
2017,5/25/2017,13:00,5/25/2017 13:00,Experiment,8.581,
2017,5/25/2017,14:00,5/25/2017 14:00,Experiment,8.879,
2017,5/25/2017,15:00,5/25/2017 15:00,Experiment,8.282,
2017,5/25/2017,16:00,5/25/2017 16:00,Experiment,7.28,
2017,5/25/2017,17:00,5/25/2017 17:00,Experiment,6.674,
2017,5/25/2017,18:00,5/25/2017 18:00,Experiment,6.471,
2017,5/25/2017,19:00,5/25/2017 19:00,Experiment,6.37,
2017,5/25/2017,20:00,5/25/2017 20:00,Experiment,6.064,
2017,5/25/2017,21:00,5/25/2017 21:00,Experiment,5.655,
2017,5/25/2017,22:00,5/25/2017 22:00,Experiment,5.45,
2017,5/25/2017,23:00,5/25/2017 23:00,Experiment,5.347,
2017,5/26/2017,0:00,5/26/2017 0:00,Experiment,5.141,
2017,5/26/2017,1:00,5/26/2017 1:00,Experiment,5.037,
2017,5/26/2017,2:00,5/26/2017 2:00,Experiment,4.831,
2017,5/26/2017,3:00,5/26/2017 3:00,Experiment,4.623,
2017,5/26/2017,4:00,5/26/2017 4:00,Experiment,4.519,
2017,5/26/2017,5:00,5/26/2017 5:00,Experiment,4.207,
2017,5/26/2017,6:00,5/26/2017 6:00,Experiment,3.578,
2017,5/26/2017,7:00,5/26/2017 7:00,Experiment,3.788,
2017,5/26/2017,8:00,5/26/2017 8:00,Experiment,4.207,
2017,5/26/2017,9:00,5/26/2017 9:00,Experiment,4.934,
2017,5/26/2017,10:00,5/26/2017 10:00,Experiment,5.655,
2017,5/26/2017,11:00,5/26/2017 11:00,Experiment,5.962,
2017,5/26/2017,12:00,5/26/2017 12:00,Experiment,7.28,
2017,5/26/2017,13:00,5/26/2017 13:00,Experiment,8.68,
2017,5/26/2017,14:00,5/26/2017 14:00,Experiment,8.481,
2017,5/26/2017,15:00,5/26/2017 15:00,Experiment,9.472,
2017,5/26/2017,16:00,5/26/2017 16:00,Experiment,7.782,
2017,5/26/2017,17:00,5/26/2017 17:00,Experiment,7.682,
2017,5/26/2017,18:00,5/26/2017 18:00,Experiment,7.179,
2017,5/26/2017,19:00,5/26/2017 19:00,Experiment,7.079,
2017,5/26/2017,20:00,5/26/2017 20:00,Experiment,6.573,
2017,5/26/2017,21:00,5/26/2017 21:00,Experiment,6.268,
2017,5/26/2017,22:00,5/26/2017 22:00,Experiment,5.962,
2017,5/26/2017,23:00,5/26/2017 23:00,Experiment,5.552,
2017,5/27/2017,0:00,5/27/2017 0:00,Experiment,5.037,
2017,5/27/2017,1:00,5/27/2017 1:00,Experiment,4.519,
2017,5/27/2017,2:00,5/27/2017 2:00,Experiment,4.311,
2017,5/27/2017,3:00,5/27/2017 3:00,Experiment,3.261,
2017,5/27/2017,4:00,5/27/2017 4:00,Experiment,2.943,
2017,5/27/2017,5:00,5/27/2017 5:00,Experiment,2.517,
2017,5/27/2017,6:00,5/27/2017 6:00,Experiment,2.517,
2017,5/27/2017,7:00,5/27/2017 7:00,Experiment,2.943,
2017,5/27/2017,8:00,5/27/2017 8:00,Experiment,3.893,
2017,5/27/2017,9:00,5/27/2017 9:00,Experiment,4.727,
2017,5/27/2017,10:00,5/27/2017 10:00,Experiment,6.978,
2017,5/27/2017,11:00,5/27/2017 11:00,Experiment,8.581,
2017,5/27/2017,12:00,5/27/2017 12:00,Experiment,9.373,
2017,5/27/2017,13:00,5/27/2017 13:00,Experiment,10.748,
2017,5/27/2017,14:00,5/27/2017 14:00,Experiment,11.722,
2017,5/27/2017,15:00,5/27/2017 15:00,Experiment,12.883,
2017,5/27/2017,16:00,5/27/2017 16:00,Experiment,12.013,
2017,5/27/2017,17:00,5/27/2017 17:00,Experiment,11.041,
2017,5/27/2017,18:00,5/27/2017 18:00,Experiment,9.768,
2017,5/27/2017,19:00,5/27/2017 19:00,Experiment,8.779,
2017,5/27/2017,20:00,5/27/2017 20:00,Experiment,8.182,
2017,5/27/2017,21:00,5/27/2017 21:00,Experiment,6.166,
2017,5/27/2017,22:00,5/27/2017 22:00,Experiment,5.86,
2017,5/27/2017,23:00,5/27/2017 23:00,Experiment,5.655,
2017,5/28/2017,0:00,5/28/2017 0:00,Experiment,5.347,
2017,5/28/2017,1:00,5/28/2017 1:00,Experiment,5.037,
2017,5/28/2017,2:00,5/28/2017 2:00,Experiment,4.831,
2017,5/28/2017,3:00,5/28/2017 3:00,Experiment,4.727,
2017,5/28/2017,4:00,5/28/2017 4:00,Experiment,4.519,
2017,5/28/2017,5:00,5/28/2017 5:00,Experiment,4.519,
2017,5/28/2017,6:00,5/28/2017 6:00,Experiment,4.519,
2017,5/28/2017,7:00,5/28/2017 7:00,Experiment,4.519,
2017,5/28/2017,8:00,5/28/2017 8:00,Experiment,4.519,
2017,5/28/2017,9:00,5/28/2017 9:00,Experiment,4.727,
2017,5/28/2017,10:00,5/28/2017 10:00,Experiment,5.347,
2017,5/28/2017,11:00,5/28/2017 11:00,Experiment,6.37,
2017,5/28/2017,12:00,5/28/2017 12:00,Experiment,6.166,
2017,5/28/2017,13:00,5/28/2017 13:00,Experiment,6.573,
2017,5/28/2017,14:00,5/28/2017 14:00,Experiment,6.775,
2017,5/28/2017,15:00,5/28/2017 15:00,Experiment,7.28,
2017,5/28/2017,16:00,5/28/2017 16:00,Experiment,7.28,
2017,5/28/2017,17:00,5/28/2017 17:00,Experiment,7.983,
2017,5/28/2017,18:00,5/28/2017 18:00,Experiment,7.882,
2017,5/28/2017,19:00,5/28/2017 19:00,Experiment,7.481,
2017,5/28/2017,20:00,5/28/2017 20:00,Experiment,7.28,
2017,5/28/2017,21:00,5/28/2017 21:00,Experiment,6.775,
2017,5/28/2017,22:00,5/28/2017 22:00,Experiment,6.064,
2017,5/28/2017,23:00,5/28/2017 23:00,Experiment,5.655,
2017,5/29/2017,0:00,5/29/2017 0:00,Experiment,5.037,
2017,5/29/2017,1:00,5/29/2017 1:00,Experiment,4.519,
2017,5/29/2017,2:00,5/29/2017 2:00,Experiment,4.102,
2017,5/29/2017,3:00,5/29/2017 3:00,Experiment,2.837,
2017,5/29/2017,4:00,5/29/2017 4:00,Experiment,2.303,
2017,5/29/2017,5:00,5/29/2017 5:00,Experiment,2.195,
2017,5/29/2017,6:00,5/29/2017 6:00,Experiment,2.303,
2017,5/29/2017,7:00,5/29/2017 7:00,Experiment,2.73,
2017,5/29/2017,8:00,5/29/2017 8:00,Experiment,3.472,
2017,5/29/2017,9:00,5/29/2017 9:00,Experiment,4.519,
2017,5/29/2017,10:00,5/29/2017 10:00,Experiment,6.674,
2017,5/29/2017,11:00,5/29/2017 11:00,Experiment,8.779,
2017,5/29/2017,12:00,5/29/2017 12:00,Experiment,10.553,
2017,5/29/2017,13:00,5/29/2017 13:00,Experiment,12.11,
2017,5/29/2017,14:00,5/29/2017 14:00,Experiment,13.942,
2017,5/29/2017,15:00,5/29/2017 15:00,Experiment,15.473,
2017,5/29/2017,16:00,5/29/2017 16:00,Experiment,16.808,
2017,5/29/2017,17:00,5/29/2017 17:00,Experiment,14.517,
2017,5/29/2017,18:00,5/29/2017 18:00,Experiment,12.594,
2017,5/29/2017,19:00,5/29/2017 19:00,Experiment,11.625,
2017,5/29/2017,20:00,5/29/2017 20:00,Experiment,9.275,
2017,5/29/2017,21:00,5/29/2017 21:00,Experiment,7.381,
2017,5/29/2017,22:00,5/29/2017 22:00,Experiment,7.381,
2017,5/29/2017,23:00,5/29/2017 23:00,Experiment,6.877,
2017,5/30/2017,0:00,5/30/2017 0:00,Experiment,6.166,
2017,5/30/2017,1:00,5/30/2017 1:00,Experiment,5.86,
2017,5/30/2017,2:00,5/30/2017 2:00,Experiment,5.347,
2017,5/30/2017,3:00,5/30/2017 3:00,Experiment,5.037,
2017,5/30/2017,4:00,5/30/2017 4:00,Experiment,5.037,
2017,5/30/2017,5:00,5/30/2017 5:00,Experiment,4.727,
2017,5/30/2017,6:00,5/30/2017 6:00,Experiment,4.727,
2017,5/30/2017,7:00,5/30/2017 7:00,Experiment,4.727,
2017,5/30/2017,8:00,5/30/2017 8:00,Experiment,4.831,
2017,5/30/2017,9:00,5/30/2017 9:00,Experiment,5.037,
2017,5/30/2017,10:00,5/30/2017 10:00,Experiment,5.45,
2017,5/30/2017,11:00,5/30/2017 11:00,Experiment,6.674,
2017,5/30/2017,12:00,5/30/2017 12:00,Experiment,8.68,
2017,5/30/2017,13:00,5/30/2017 13:00,Experiment,10.553,
2017,5/30/2017,14:00,5/30/2017 14:00,Experiment,11.139,
2017,5/30/2017,15:00,5/30/2017 15:00,Experiment,12.98,
2017,5/30/2017,16:00,5/30/2017 16:00,Experiment,14.23,
2017,5/30/2017,17:00,5/30/2017 17:00,Experiment,13.942,
2017,5/30/2017,18:00,5/30/2017 18:00,Experiment,12.11,
2017,5/30/2017,19:00,5/30/2017 19:00,Experiment,11.334,
2017,5/30/2017,20:00,5/30/2017 20:00,Experiment,9.866,
2017,5/30/2017,21:00,5/30/2017 21:00,Experiment,9.077,
2017,5/30/2017,22:00,5/30/2017 22:00,Experiment,7.782,
2017,5/30/2017,23:00,5/30/2017 23:00,Experiment,6.573,
2017,5/31/2017,0:00,5/31/2017 0:00,Experiment,5.757,
2017,5/31/2017,1:00,5/31/2017 1:00,Experiment,5.037,
2017,5/31/2017,2:00,5/31/2017 2:00,Experiment,4.519,
2017,5/31/2017,3:00,5/31/2017 3:00,Experiment,4.415,
2017,5/31/2017,4:00,5/31/2017 4:00,Experiment,3.998,
2017,5/31/2017,5:00,5/31/2017 5:00,Experiment,3.261,
2017,5/31/2017,6:00,5/31/2017 6:00,Experiment,3.367,
2017,5/31/2017,7:00,5/31/2017 7:00,Experiment,3.683,
2017,5/31/2017,8:00,5/31/2017 8:00,Experiment,4.623,
2017,5/31/2017,9:00,5/31/2017 9:00,Experiment,6.166,
2017,5/31/2017,10:00,5/31/2017 10:00,Experiment,7.983,
2017,5/31/2017,11:00,5/31/2017 11:00,Experiment,10.846,
2017,5/31/2017,12:00,5/31/2017 12:00,Experiment,12.401,
2017,5/31/2017,13:00,5/31/2017 13:00,Experiment,15.951,
2017,5/31/2017,14:00,5/31/2017 14:00,Experiment,17.665,
2017,5/31/2017,15:00,5/31/2017 15:00,Experiment,18.236,
2017,5/31/2017,16:00,5/31/2017 16:00,Experiment,18.806,
2017,5/31/2017,17:00,5/31/2017 17:00,Experiment,19.282,
2017,5/31/2017,18:00,5/31/2017 18:00,Experiment,18.711,
2017,5/31/2017,19:00,5/31/2017 19:00,Experiment,15.569,
2017,5/31/2017,20:00,5/31/2017 20:00,Experiment,13.076,
2017,5/31/2017,21:00,5/31/2017 21:00,Experiment,11.334,
2017,5/31/2017,22:00,5/31/2017 22:00,Experiment,10.063,
2017,5/31/2017,23:00,5/31/2017 23:00,Experiment,8.978,
2017,6/1/2017,0:00,6/1/2017 0:00,Experiment,7.983,
2017,6/1/2017,1:00,6/1/2017 1:00,Experiment,7.079,
2017,6/1/2017,2:00,6/1/2017 2:00,Experiment,6.37,
2017,6/1/2017,3:00,6/1/2017 3:00,Experiment,5.655,
2017,6/1/2017,4:00,6/1/2017 4:00,Experiment,5.141,
2017,6/1/2017,5:00,6/1/2017 5:00,Experiment,4.831,
2017,6/1/2017,6:00,6/1/2017 6:00,Experiment,5.244,
2017,6/1/2017,7:00,6/1/2017 7:00,Experiment,5.757,
2017,6/1/2017,8:00,6/1/2017 8:00,Experiment,6.573,
2017,6/1/2017,9:00,6/1/2017 9:00,Experiment,7.782,
2017,6/1/2017,10:00,6/1/2017 10:00,Experiment,9.669,
2017,6/1/2017,11:00,6/1/2017 11:00,Experiment,11.041,
2017,6/1/2017,12:00,6/1/2017 12:00,Experiment,13.75,
2017,6/1/2017,13:00,6/1/2017 13:00,Experiment,15.378,
2017,6/1/2017,14:00,6/1/2017 14:00,Experiment,16.999,
2017,6/1/2017,15:00,6/1/2017 15:00,Experiment,19.282,
2017,6/1/2017,16:00,6/1/2017 16:00,Experiment,17.475,
2017,6/1/2017,17:00,6/1/2017 17:00,Experiment,18.996,
2017,6/1/2017,18:00,6/1/2017 18:00,Experiment,15.76,
2017,6/1/2017,19:00,6/1/2017 19:00,Experiment,15.091,
2017,6/1/2017,20:00,6/1/2017 20:00,Experiment,13.076,
2017,6/1/2017,21:00,6/1/2017 21:00,Experiment,11.625,
2017,6/1/2017,22:00,6/1/2017 22:00,Experiment,10.063,
2017,6/1/2017,23:00,6/1/2017 23:00,Experiment,8.879,
2017,6/2/2017,0:00,6/2/2017 0:00,Experiment,7.882,
2017,6/2/2017,1:00,6/2/2017 1:00,Experiment,7.179,
2017,6/2/2017,2:00,6/2/2017 2:00,Experiment,6.37,
2017,6/2/2017,3:00,6/2/2017 3:00,Experiment,5.757,
2017,6/2/2017,4:00,6/2/2017 4:00,Experiment,5.347,
2017,6/2/2017,5:00,6/2/2017 5:00,Experiment,5.037,
2017,6/2/2017,6:00,6/2/2017 6:00,Experiment,5.244,
2017,6/2/2017,7:00,6/2/2017 7:00,Experiment,5.552,
2017,6/2/2017,8:00,6/2/2017 8:00,Experiment,6.268,
2017,6/2/2017,9:00,6/2/2017 9:00,Experiment,7.682,
2017,6/2/2017,10:00,6/2/2017 10:00,Experiment,9.669,
2017,6/2/2017,11:00,6/2/2017 11:00,Experiment,12.207,
2017,6/2/2017,12:00,6/2/2017 12:00,Experiment,14.613,
2017,6/2/2017,13:00,6/2/2017 13:00,Experiment,17.475,
2017,6/2/2017,14:00,6/2/2017 14:00,Experiment,19.472,
2017,6/2/2017,15:00,6/2/2017 15:00,Experiment,21.187,
2017,6/2/2017,16:00,6/2/2017 16:00,Experiment,21.378,
2017,6/2/2017,17:00,6/2/2017 17:00,Experiment,21.378,
2017,6/2/2017,18:00,6/2/2017 18:00,Experiment,21.091,
2017,6/2/2017,19:00,6/2/2017 19:00,Experiment,17.855,
2017,6/2/2017,20:00,6/2/2017 20:00,Experiment,14.804,
2017,6/2/2017,21:00,6/2/2017 21:00,Experiment,13.076,
2017,6/2/2017,22:00,6/2/2017 22:00,Experiment,11.528,
2017,6/2/2017,23:00,6/2/2017 23:00,Experiment,10.455,
2017,6/3/2017,0:00,6/3/2017 0:00,Experiment,9.472,
2017,6/3/2017,1:00,6/3/2017 1:00,Experiment,8.68,
2017,6/3/2017,2:00,6/3/2017 2:00,Experiment,7.882,
2017,6/3/2017,3:00,6/3/2017 3:00,Experiment,7.28,
2017,6/3/2017,4:00,6/3/2017 4:00,Experiment,6.674,
2017,6/3/2017,5:00,6/3/2017 5:00,Experiment,6.268,
2017,6/3/2017,6:00,6/3/2017 6:00,Experiment,6.573,
2017,6/3/2017,7:00,6/3/2017 7:00,Experiment,6.674,
2017,6/3/2017,8:00,6/3/2017 8:00,Experiment,7.481,
2017,6/3/2017,9:00,6/3/2017 9:00,Experiment,9.077,
2017,6/3/2017,10:00,6/3/2017 10:00,Experiment,11.236,
2017,6/3/2017,11:00,6/3/2017 11:00,Experiment,13.654,
2017,6/3/2017,12:00,6/3/2017 12:00,Experiment,15.569,
2017,6/3/2017,13:00,6/3/2017 13:00,Experiment,17.284,
2017,6/3/2017,14:00,6/3/2017 14:00,Experiment,19.282,
2017,6/3/2017,15:00,6/3/2017 15:00,Experiment,20.424,
2017,6/3/2017,16:00,6/3/2017 16:00,Experiment,21.473,
2017,6/3/2017,17:00,6/3/2017 17:00,Experiment,20.234,
2017,6/3/2017,18:00,6/3/2017 18:00,Experiment,17.094,
2017,6/3/2017,19:00,6/3/2017 19:00,Experiment,16.903,
2017,6/3/2017,20:00,6/3/2017 20:00,Experiment,14.421,
2017,6/3/2017,21:00,6/3/2017 21:00,Experiment,12.787,
2017,6/3/2017,22:00,6/3/2017 22:00,Experiment,11.528,
2017,6/3/2017,23:00,6/3/2017 23:00,Experiment,9.768,
2017,6/4/2017,0:00,6/4/2017 0:00,Experiment,8.879,
2017,6/4/2017,1:00,6/4/2017 1:00,Experiment,8.282,
2017,6/4/2017,2:00,6/4/2017 2:00,Experiment,7.682,
2017,6/4/2017,3:00,6/4/2017 3:00,Experiment,7.381,
2017,6/4/2017,4:00,6/4/2017 4:00,Experiment,6.978,
2017,6/4/2017,5:00,6/4/2017 5:00,Experiment,6.775,
2017,6/4/2017,6:00,6/4/2017 6:00,Experiment,6.978,
2017,6/4/2017,7:00,6/4/2017 7:00,Experiment,7.381,
2017,6/4/2017,8:00,6/4/2017 8:00,Experiment,8.481,
2017,6/4/2017,9:00,6/4/2017 9:00,Experiment,8.779,
2017,6/4/2017,10:00,6/4/2017 10:00,Experiment,10.846,
2017,6/4/2017,11:00,6/4/2017 11:00,Experiment,13.365,
2017,6/4/2017,12:00,6/4/2017 12:00,Experiment,14.709,
2017,6/4/2017,13:00,6/4/2017 13:00,Experiment,18.806,
2017,6/4/2017,14:00,6/4/2017 14:00,Experiment,18.521,
2017,6/4/2017,15:00,6/4/2017 15:00,Experiment,16.808,
2017,6/4/2017,16:00,6/4/2017 16:00,Experiment,16.999,
2017,6/4/2017,17:00,6/4/2017 17:00,Experiment,15.187,
2017,6/4/2017,18:00,6/4/2017 18:00,Experiment,14.996,
2017,6/4/2017,19:00,6/4/2017 19:00,Experiment,13.75,
2017,6/4/2017,20:00,6/4/2017 20:00,Experiment,12.594,
2017,6/4/2017,21:00,6/4/2017 21:00,Experiment,11.722,
2017,6/4/2017,22:00,6/4/2017 22:00,Experiment,10.553,
2017,6/4/2017,23:00,6/4/2017 23:00,Experiment,9.669,
2017,6/5/2017,0:00,6/5/2017 0:00,Experiment,8.879,
2017,6/5/2017,1:00,6/5/2017 1:00,Experiment,8.282,
2017,6/5/2017,2:00,6/5/2017 2:00,Experiment,7.682,
2017,6/5/2017,3:00,6/5/2017 3:00,Experiment,7.179,
2017,6/5/2017,4:00,6/5/2017 4:00,Experiment,6.674,
2017,6/5/2017,5:00,6/5/2017 5:00,Experiment,6.268,
2017,6/5/2017,6:00,6/5/2017 6:00,Experiment,6.573,
2017,6/5/2017,7:00,6/5/2017 7:00,Experiment,6.978,
2017,6/5/2017,8:00,6/5/2017 8:00,Experiment,7.882,
2017,6/5/2017,9:00,6/5/2017 9:00,Experiment,9.571,
2017,6/5/2017,10:00,6/5/2017 10:00,Experiment,11.334,
2017,6/5/2017,11:00,6/5/2017 11:00,Experiment,13.269,
2017,6/5/2017,12:00,6/5/2017 12:00,Experiment,15.378,
2017,6/5/2017,13:00,6/5/2017 13:00,Experiment,17.379,
2017,6/5/2017,14:00,6/5/2017 14:00,Experiment,19.187,
2017,5/17/2017,13:00,5/17/2017 13:00,Oil,12.401,Oil2017RGR.1
2017,5/17/2017,14:00,5/17/2017 14:00,Oil,14.038,Oil2017RGR.1
2017,5/17/2017,15:00,5/17/2017 15:00,Oil,15.378,Oil2017RGR.1
2017,5/17/2017,16:00,5/17/2017 16:00,Oil,16.427,Oil2017RGR.1
2017,5/17/2017,17:00,5/17/2017 17:00,Oil,17.284,Oil2017RGR.1
2017,5/17/2017,18:00,5/17/2017 18:00,Oil,17.284,Oil2017RGR.1
2017,5/17/2017,19:00,5/17/2017 19:00,Oil,16.808,Oil2017RGR.1
2017,5/17/2017,20:00,5/17/2017 20:00,Oil,15.855,Oil2017RGR.1
2017,5/17/2017,21:00,5/17/2017 21:00,Oil,14.996,Oil2017RGR.1
2017,5/17/2017,22:00,5/17/2017 22:00,Oil,13.846,Oil2017RGR.1
2017,5/17/2017,23:00,5/17/2017 23:00,Oil,12.787,Oil2017RGR.1
2017,5/18/2017,0:00,5/18/2017 0:00,Oil,11.916,Oil2017RGR.1
2017,5/18/2017,1:00,5/18/2017 1:00,Oil,11.236,Oil2017RGR.1
2017,5/18/2017,2:00,5/18/2017 2:00,Oil,10.553,Oil2017RGR.1
2017,5/18/2017,3:00,5/18/2017 3:00,Oil,9.866,Oil2017RGR.1
2017,5/18/2017,4:00,5/18/2017 4:00,Oil,9.275,Oil2017RGR.1
2017,5/18/2017,5:00,5/18/2017 5:00,Oil,8.779,Oil2017RGR.1
2017,5/18/2017,6:00,5/18/2017 6:00,Oil,8.481,Oil2017RGR.1
2017,5/18/2017,7:00,5/18/2017 7:00,Oil,8.282,Oil2017RGR.1
2017,5/18/2017,8:00,5/18/2017 8:00,Oil,8.182,Oil2017RGR.1
2017,5/18/2017,9:00,5/18/2017 9:00,Oil,8.481,Oil2017RGR.1
2017,5/18/2017,10:00,5/18/2017 10:00,Oil,8.978,Oil2017RGR.1
2017,5/18/2017,11:00,5/18/2017 11:00,Oil,9.768,Oil2017RGR.1
2017,5/18/2017,12:00,5/18/2017 12:00,Oil,10.553,Oil2017RGR.1
2017,5/18/2017,13:00,5/18/2017 13:00,Oil,11.139,Oil2017RGR.1
2017,5/18/2017,14:00,5/18/2017 14:00,Oil,11.139,Oil2017RGR.1
2017,5/18/2017,15:00,5/18/2017 15:00,Oil,10.846,Oil2017RGR.1
2017,5/18/2017,16:00,5/18/2017 16:00,Oil,10.748,Oil2017RGR.1
2017,5/18/2017,17:00,5/18/2017 17:00,Oil,10.944,Oil2017RGR.1
2017,5/18/2017,18:00,5/18/2017 18:00,Oil,11.431,Oil2017RGR.1
2017,5/18/2017,19:00,5/18/2017 19:00,Oil,11.334,Oil2017RGR.1
2017,5/18/2017,20:00,5/18/2017 20:00,Oil,11.139,Oil2017RGR.1
2017,5/18/2017,21:00,5/18/2017 21:00,Oil,10.748,Oil2017RGR.1
2017,5/18/2017,22:00,5/18/2017 22:00,Oil,10.259,Oil2017RGR.1
2017,5/18/2017,23:00,5/18/2017 23:00,Oil,9.768,Oil2017RGR.1
2017,5/19/2017,0:00,5/19/2017 0:00,Oil,9.275,Oil2017RGR.1
2017,5/19/2017,1:00,5/19/2017 1:00,Oil,8.879,Oil2017RGR.1
2017,5/19/2017,2:00,5/19/2017 2:00,Oil,8.481,Oil2017RGR.1
2017,5/19/2017,3:00,5/19/2017 3:00,Oil,8.082,Oil2017RGR.1
2017,5/19/2017,4:00,5/19/2017 4:00,Oil,7.782,Oil2017RGR.1
2017,5/19/2017,5:00,5/19/2017 5:00,Oil,7.582,Oil2017RGR.1
2017,5/19/2017,6:00,5/19/2017 6:00,Oil,7.682,Oil2017RGR.1
2017,5/19/2017,7:00,5/19/2017 7:00,Oil,7.782,Oil2017RGR.1
2017,5/19/2017,8:00,5/19/2017 8:00,Oil,8.082,Oil2017RGR.1
2017,5/19/2017,9:00,5/19/2017 9:00,Oil,8.68,Oil2017RGR.1
2017,5/19/2017,10:00,5/19/2017 10:00,Oil,8.978,Oil2017RGR.1
2017,5/19/2017,11:00,5/19/2017 11:00,Oil,9.472,Oil2017RGR.1
2017,5/19/2017,12:00,5/19/2017 12:00,Oil,10.651,Oil2017RGR.1
2017,5/19/2017,13:00,5/19/2017 13:00,Oil,11.041,Oil2017RGR.1
2017,5/19/2017,14:00,5/19/2017 14:00,Oil,12.013,Oil2017RGR.1
2017,5/19/2017,15:00,5/19/2017 15:00,Oil,13.558,Oil2017RGR.1
2017,5/19/2017,16:00,5/19/2017 16:00,Oil,14.325,Oil2017RGR.1
2017,5/19/2017,17:00,5/19/2017 17:00,Oil,14.325,Oil2017RGR.1
2017,5/19/2017,18:00,5/19/2017 18:00,Oil,14.325,Oil2017RGR.1
2017,5/19/2017,19:00,5/19/2017 19:00,Oil,13.75,Oil2017RGR.1
2017,5/19/2017,20:00,5/19/2017 20:00,Oil,12.883,Oil2017RGR.1
2017,5/19/2017,21:00,5/19/2017 21:00,Oil,12.207,Oil2017RGR.1
2017,5/19/2017,22:00,5/19/2017 22:00,Oil,11.431,Oil2017RGR.1
2017,5/19/2017,23:00,5/19/2017 23:00,Oil,10.846,Oil2017RGR.1
2017,5/20/2017,0:00,5/20/2017 0:00,Oil,10.259,Oil2017RGR.1
2017,5/20/2017,1:00,5/20/2017 1:00,Oil,9.866,Oil2017RGR.1
2017,5/20/2017,2:00,5/20/2017 2:00,Oil,9.373,Oil2017RGR.1
2017,5/20/2017,3:00,5/20/2017 3:00,Oil,8.879,Oil2017RGR.1
2017,5/20/2017,4:00,5/20/2017 4:00,Oil,8.382,Oil2017RGR.1
2017,5/20/2017,5:00,5/20/2017 5:00,Oil,7.882,Oil2017RGR.1
2017,5/20/2017,6:00,5/20/2017 6:00,Oil,7.582,Oil2017RGR.1
2017,5/20/2017,7:00,5/20/2017 7:00,Oil,7.28,Oil2017RGR.1
2017,5/20/2017,8:00,5/20/2017 8:00,Oil,6.775,Oil2017RGR.1
2017,5/20/2017,9:00,5/20/2017 9:00,Oil,7.179,Oil2017RGR.1
2017,5/20/2017,10:00,5/20/2017 10:00,Oil,7.381,Oil2017RGR.1
2017,5/20/2017,11:00,5/20/2017 11:00,Oil,7.983,Oil2017RGR.1
2017,5/20/2017,12:00,5/20/2017 12:00,Oil,9.472,Oil2017RGR.1
2017,5/20/2017,13:00,5/20/2017 13:00,Oil,10.259,Oil2017RGR.1
2017,5/20/2017,14:00,5/20/2017 14:00,Oil,10.455,Oil2017RGR.1
2017,5/20/2017,15:00,5/20/2017 15:00,Oil,10.553,Oil2017RGR.1
2017,5/20/2017,16:00,5/20/2017 16:00,Oil,10.944,Oil2017RGR.1
2017,5/20/2017,17:00,5/20/2017 17:00,Oil,11.236,Oil2017RGR.1
2017,5/20/2017,18:00,5/20/2017 18:00,Oil,11.041,Oil2017RGR.1
2017,5/20/2017,19:00,5/20/2017 19:00,Oil,10.455,Oil2017RGR.1
2017,5/20/2017,20:00,5/20/2017 20:00,Oil,9.866,Oil2017RGR.1
2017,5/20/2017,21:00,5/20/2017 21:00,Oil,9.176,Oil2017RGR.1
2017,5/20/2017,22:00,5/20/2017 22:00,Oil,8.382,Oil2017RGR.1
2017,5/20/2017,23:00,5/20/2017 23:00,Oil,7.882,Oil2017RGR.1
2017,5/21/2017,0:00,5/21/2017 0:00,Oil,7.582,Oil2017RGR.1
2017,5/21/2017,1:00,5/21/2017 1:00,Oil,7.079,Oil2017RGR.1
2017,5/21/2017,2:00,5/21/2017 2:00,Oil,6.775,Oil2017RGR.1
2017,5/21/2017,3:00,5/21/2017 3:00,Oil,6.268,Oil2017RGR.1
2017,5/21/2017,4:00,5/21/2017 4:00,Oil,6.064,Oil2017RGR.1
2017,5/21/2017,5:00,5/21/2017 5:00,Oil,5.86,Oil2017RGR.1
2017,5/21/2017,6:00,5/21/2017 6:00,Oil,5.757,Oil2017RGR.1
2017,5/21/2017,7:00,5/21/2017 7:00,Oil,5.86,Oil2017RGR.1
2017,5/21/2017,8:00,5/21/2017 8:00,Oil,6.064,Oil2017RGR.1
2017,5/21/2017,9:00,5/21/2017 9:00,Oil,6.674,Oil2017RGR.1
2017,5/21/2017,10:00,5/21/2017 10:00,Oil,7.481,Oil2017RGR.1
2017,5/21/2017,11:00,5/21/2017 11:00,Oil,8.182,Oil2017RGR.1
2017,5/21/2017,12:00,5/21/2017 12:00,Oil,8.978,Oil2017RGR.1
2017,5/21/2017,13:00,5/21/2017 13:00,Oil,10.063,Oil2017RGR.1
2017,5/21/2017,14:00,5/21/2017 14:00,Oil,11.334,Oil2017RGR.1
2017,5/21/2017,15:00,5/21/2017 15:00,Oil,11.916,Oil2017RGR.1
