ID,Site,Weatherperiod,DateStart,TimeStart,Datetime_Start,DateEnd,TimeEnd,Datetime_End,Totaldays,Totalhours,Count,Count3.5,LogCount3.5,LnCount3.5,Habitatcategory,Habitatpair,BMhabitat,BMhabitat2,ID2,Site2,Count2,Count2,Count3.52,LogCount3.52,LnCount3.52,Habitatamount2,Habitatcategory2,BMhabitat22,BMhabitat222
240,VV1,53,7/17/2017,19:31,7/17/2017 19:31,7/17/2017,22:59,7/17/2017 22:59,0.144444444,3.47,0,0,0,0,High,5,HighHigh,HighHigh,239,VV2,0.147222222,0,0,0,0,6971,Low,MedLow,HighLow
252,VV1,54,7/19/2017,18:34,7/19/2017 18:34,7/19/2017,21:49,7/19/2017 21:49,0.135416667,3.25,39,42,1.62324929,3.737669618,High,5,HighHigh,HighHigh,251,VV2,0.135416667,52,56,1.755874856,4.043051268,6971,Low,MedLow,HighLow
61,Seatomato,26,6/18/2017,18:20,6/18/2017 18:20,6/18/2017,21:30,6/18/2017 21:30,0.131944444,3.17,41,45,1.653212514,3.80666249,High,6,MedHigh,LowHigh,62,Camp,0.21875,143,95,1.982271233,4.564348191,1495,Low,MedLow,LowLow
75,Seatomato,33,6/22/2017,17:50,6/22/2017 17:50,6/22/2017,21:20,6/22/2017 21:20,0.145833333,3.5,241,241,2.382017043,5.484796933,High,6,MedHigh,LowHigh,80,Camp,0.149305556,9,9,1,2.302585093,1495,Low,MedLow,LowLow
88,Seatomato,37,6/24/2017,18:25,6/24/2017 18:25,6/24/2017,21:46,6/24/2017 21:46,0.139583333,3.35,24,25,1.397940009,3.218875825,High,6,MedHigh,LowHigh,93,Camp,0.142361111,195,200,2.303196057,5.303304908,1495,Low,MedLow,LowLow
107,Seatomato,41,6/28/2017,18:07,6/28/2017 18:07,6/28/2017,21:19,6/28/2017 21:19,0.133333333,3.2,428,468,2.670245853,6.148468296,High,6,MedHigh,LowHigh,106,Camp,0.132638889,555,610,2.78604121,6.415096959,1495,Low,MedLow,LowLow
120,Seatomato,42,6/29/2017,18:30,6/29/2017 18:30,6/29/2017,21:42,6/29/2017 21:42,0.133333333,3.2,75,82,1.913813852,4.406719247,High,6,MedHigh,LowHigh,121,Camp,0.133333333,62,68,1.838849091,4.234106505,1495,Low,MedLow,LowLow
132,Seatomato,44,7/2/2017,18:10,7/2/2017 18:10,7/2/2017,21:36,7/2/2017 21:36,0.143055556,3.43,0,0,0,0,High,6,MedHigh,LowHigh,131,Camp,0.140277778,0,0,0,0,1495,Low,MedLow,LowLow
145,Seatomato,45,7/3/2017,18:43,7/3/2017 18:43,7/3/2017,21:59,7/3/2017 21:59,0.136111111,3.27,0,0,0,0,High,6,MedHigh,LowHigh,146,Camp,0.145833333,0,0,0,0,1495,Low,MedLow,LowLow
156,Seatomato,46,7/5/2017,18:20,7/5/2017 18:20,7/5/2017,21:29,7/5/2017 21:29,0.13125,3.15,5,6,0.77815125,1.791759469,High,6,MedHigh,LowHigh,155,Camp,0.132638889,0,0,0,0,1495,Low,MedLow,LowLow
169,Seatomato,47,7/6/2017,18:29,7/6/2017 18:29,7/6/2017,21:47,7/6/2017 21:47,0.1375,3.3,105,111,2.045322979,4.709530201,High,6,MedHigh,LowHigh,170,Camp,0.1375,160,170,2.23299611,5.141663557,1495,Low,MedLow,LowLow
180,Seatomato,48,7/7/2017,18:26,7/7/2017 18:26,7/7/2017,21:43,7/7/2017 21:43,0.136805556,3.28,25,27,1.431363764,3.295836866,High,6,MedHigh,LowHigh,179,Camp,0.138194444,57,60,1.785329835,4.110873864,1495,Low,MedLow,LowLow
190,Seatomato,49,7/9/2017,18:15,7/9/2017 18:15,7/9/2017,21:28,7/9/2017 21:28,0.134027778,3.22,8,9,0.954242509,2.197224577,High,6,MedHigh,LowHigh,189,Camp,0.104166667,0,0,0,0,1495,Low,MedLow,LowLow
203,Seatomato,50,7/10/2017,18:28,7/10/2017 18:28,7/10/2017,21:39,7/10/2017 21:39,0.132638889,3.18,2,2,0.301029996,0.693147181,High,6,MedHigh,LowHigh,208,Camp,0.168055556,21,18,1.278753601,2.944438979,1495,Low,MedLow,LowLow
215,Seatomato,51,7/12/2017,18:26,7/12/2017 18:26,7/12/2017,21:49,7/12/2017 21:49,0.140972222,3.38,11,11,1.041392685,2.397895273,High,6,MedHigh,LowHigh,219,Camp,0.184722222,28,22,1.361727836,3.135494216,1495,Low,MedLow,LowLow
224,Seatomato,52,7/14/2017,18:13,7/14/2017 18:13,7/14/2017,21:57,7/14/2017 21:57,0.155555556,3.73,8,8,0.903089987,2.079441542,High,6,MedHigh,LowHigh,225,Camp,0.154861111,0,0,0,0,1495,Low,MedLow,LowLow
237,Seatomato,53,7/17/2017,18:57,7/17/2017 18:57,7/17/2017,22:33,7/17/2017 22:33,0.15,3.6,0,0,0,0,High,6,MedHigh,LowHigh,242,Camp,0.149305556,0,0,0,0,1495,Low,MedLow,LowLow
249,Seatomato,54,7/19/2017,18:10,7/19/2017 18:10,7/19/2017,21:23,7/19/2017 21:23,0.134027778,3.22,3,3,0.477121255,1.098612289,High,6,MedHigh,LowHigh,254,Camp,0.141666667,0,0,0,0,1495,Low,MedLow,LowLow
