ID,Site,ClosestWS,Weatherperiod,DateStart,TimeStart,Datetime_Start,DateEnd,TimeEnd,Datetime_End,Totaldays,Totalhours,Count,Count3.5,LogCount3.5,LnCount3.5,WindSpeedAvg,WindSpeedWSonly,WindDirection,TempAvg,Tempmin,Tempmax,Rhavg,BaroAvg,Scatcount,Scatcategory,Scatpair,Habitatamount,Habitatcategory,Habitatpair,BMHabitat,BMHabitat2
215,Seatomato,Waterfall,51,7/12/2017,18:26,7/12/2017 18:26,7/12/2017,21:49,7/12/2017 21:49,0.140972222,3.38,11,11,1.041392685,2.397895273,4.961904762,2.41952381,66.58571429,14.38509524,11.175,16.129,40.44285714,1000.75,35,Med,4,8857,High,6,MedHigh,LowHigh
217,VV1,Vulgaris,51,7/12/2017,19:07,7/12/2017 19:07,7/12/2017,22:20,7/12/2017 22:20,0.134027778,3.22,59,64,1.806179974,4.158883083,5.2865,2.4665,74.205,13.1691,11.856,14.553,39.405,1000.666667,71,High,1,12617.745,High,5,HighHigh,HighHigh
214,Waterfall,Waterfall,51,7/12/2017,18:14,7/12/2017 18:14,7/12/2017,21:37,7/12/2017 21:37,0.140972222,3.38,24,25,1.397940009,3.218875825,5.148181818,2.607272727,63.62272727,14.70909091,11.929,16.392,39.63181818,1001,101,High,4,8034,High,1,HighHigh,HighHigh
213,Waterfall up,Waterfall,51,7/12/2017,18:05,7/12/2017 18:05,7/12/2017,21:28,7/12/2017 21:28,0.140972222,3.38,5,5,0.698970004,1.609437912,5.262727273,2.744545455,62.91818182,14.92490909,12.195,16.677,39.10909091,1001,74,High,5,402,Low,1,HighLow,HighLow
223,Bunny Hill,Vulgaris,52,7/14/2017,17:53,7/14/2017 17:53,7/14/2017,21:33,7/14/2017 21:33,0.152777778,3.67,76,73,1.86332286,4.290459441,4.332608696,2.427826087,159.8043478,10.28230435,6.712,13.353,61.36956522,991.5,113,High,,3580.25,Low,4,HighLow,HighLow
225,Camp,Waterfall,52,7/14/2017,18:05,7/14/2017 18:05,7/14/2017,21:48,7/14/2017 21:48,0.154861111,3.72,0,0,0,0,4.970416667,2.872916667,160.05,10.738375,7.745,14.84,71.9125,991.75,20,Med,5,1495,Low,6,MedLow,LowLow
228,Kforest,DanishMet,52,7/14/2017,18:42,7/14/2017 18:42,7/14/2017,22:31,7/14/2017 22:31,0.159027778,3.82,2,2,0.301029996,0.693147181,6.6875,,267.5,10.25,9,13,75.75,991.75,19,Med,3,2331,Low,2,MedLow,LowLow
230,KISS,DanishMet,52,7/14/2017,19:05,7/14/2017 19:05,7/14/2017,22:54,7/14/2017 22:54,0.159027778,3.82,0,0,0,0,5.784722222,,282.5,9,8,10,80.25,992,100,High,2,8675,Low,3,HighLow,HighLow
220,Moz valley,Vulgaris,52,7/14/2017,17:32,7/14/2017 17:32,7/14/2017,21:12,7/14/2017 21:12,0.152777778,3.67,36,34,1.531478917,3.526360525,5.055217391,2.865652174,157.8478261,10.89147826,7.695,14.601,58.93913043,991.5,81,High,,7469.75,High,4,HighHigh,HighHigh
229,Oil,DanishMet,52,7/14/2017,18:58,7/14/2017 18:58,7/14/2017,22:47,7/14/2017 22:47,0.159027778,3.82,1,1,0,0,5.784722222,,282.5,9,8,10,80.25,992,10,Low,2,11742.1,High,3,LowHigh,LowHigh
224,Seatomato,Waterfall,52,7/14/2017,18:13,7/14/2017 18:13,7/14/2017,21:57,7/14/2017 21:57,0.155555556,3.73,8,8,0.903089987,2.079441542,4.9075,2.83125,158.7625,10.43858333,7.645,13.882,73.60416667,991.75,35,Med,4,8857,High,6,MedHigh,LowHigh
222,VV1,Vulgaris,52,7/14/2017,17:46,7/14/2017 17:46,7/14/2017,21:26,7/14/2017 21:26,0.152777778,3.67,129,123,2.089905111,4.812184355,4.332608696,2.427826087,159.8043478,10.28230435,6.712,13.353,61.36956522,991.5,71,High,1,12617.745,High,5,HighHigh,HighHigh
221,VV2,Vulgaris,52,7/14/2017,17:41,7/14/2017 17:41,7/14/2017,21:20,7/14/2017 21:20,0.152083333,3.65,157,151,2.178976947,5.017279837,4.639130435,2.624782609,158.9478261,10.62530435,7.544,14.601,60.1173913,991.5,31,Med,1,6971,Low,5,MedLow,HighLow
226,Waterfall,Waterfall,52,7/14/2017,18:23,7/14/2017 18:23,7/14/2017,22:09,7/14/2017 22:09,0.156944444,3.77,0,0,0,0,4.781666667,2.7475,155.1958333,10.171375,7.469,13.016,74.775,991.75,101,High,4,8034,High,1,HighHigh,HighHigh
227,Waterfall up,Waterfall,52,7/14/2017,18:32,7/14/2017 18:32,7/14/2017,22:20,7/14/2017 22:20,0.158333333,3.8,3,3,0.477121255,1.098612289,4.614166667,2.621666667,163.9708333,9.932916667,7.293,12.944,75.775,991.75,74,High,5,402,Low,1,HighLow,HighLow
238,Bunny Hill,Vulgaris,53,7/17/2017,19:12,7/17/2017 19:12,7/17/2017,22:40,7/17/2017 22:40,0.144444444,3.47,0,0,0,0,3.500454545,1.830909091,42.18636364,6.218863636,3.906,7.293,59.96818182,1005,113,High,,3580.25,Low,4,HighLow,HighLow
242,Camp,Waterfall,53,7/17/2017,19:55,7/17/2017 19:55,7/17/2017,23:30,7/17/2017 23:30,0.149305556,3.58,0,0,0,0,3.729090909,1.876363636,42.94545455,5.795636364,0.605,9.336,64.51363636,1005,20,Med,5,1495,Low,6,MedLow,LowLow
233,Golf,DanishMet,53,7/17/2017,18:18,7/17/2017 18:18,7/17/2017,21:57,7/17/2017 21:57,0.152083333,3.65,5,5,0.698970004,1.609437912,4.5,,70,9,7,10,55.75,1004.75,0,Low,3,27609,High,2,LowHigh,LowHigh
234,Kforest,DanishMet,53,7/17/2017,18:25,7/17/2017 18:25,7/17/2017,22:03,7/17/2017 22:03,0.151388889,3.63,3,3,0.477121255,1.098612289,4.5,,70,9,7,10,55.75,1004.75,19,Med,3,2331,Low,2,MedLow,LowLow
231,KISS,DanishMet,53,7/17/2017,17:40,7/17/2017 17:40,7/17/2017,21:15,7/17/2017 21:15,0.149305556,3.58,11,11,1.041392685,2.397895273,4.5,,75,9.75,9,10,55,1004.5,100,High,2,8675,Low,3,HighLow,HighLow
241,Moz valley,Vulgaris,53,7/17/2017,19:36,7/17/2017 19:36,7/17/2017,23:06,7/17/2017 23:06,0.145833333,3.5,1,1,0,0,3.203181818,1.464545455,39.94545455,5.816227273,3.827,7.142,60.86818182,1005,81,High,,7469.75,High,4,HighHigh,HighHigh
232,Oil,DanishMet,53,7/17/2017,18:10,7/17/2017 18:10,7/17/2017,21:36,7/17/2017 21:36,0.143055556,3.43,7,7,0.84509804,1.945910149,4.62962963,,70,9.666666667,9,10,54,1004.666667,10,Low,2,11742.1,High,3,LowHigh,LowHigh
237,Seatomato,Waterfall,53,7/17/2017,18:57,7/17/2017 18:57,7/17/2017,22:33,7/17/2017 22:33,0.15,3.6,0,0,0,0,4.483636364,2.447727273,44.1,8.034681818,4.324,10.443,57.25,1005,35,Med,4,8857,High,6,MedHigh,LowHigh
240,VV1,Vulgaris,53,7/17/2017,19:31,7/17/2017 19:31,7/17/2017,22:59,7/17/2017 22:59,0.144444444,3.47,0,0,0,0,3.294545455,1.579090909,38.03181818,5.937454545,3.827,7.142,60.67272727,1005,71,High,1,12617.745,High,5,HighHigh,HighHigh
239,VV2,Vulgaris,53,7/17/2017,19:22,7/17/2017 19:22,7/17/2017,22:54,7/17/2017 22:54,0.147222222,3.53,0,0,0,0,3.409090909,1.716363636,40.45909091,6.061318182,3.827,7.142,60.40454545,1005,31,Med,1,6971,Low,5,MedLow,HighLow
236,Waterfall,Waterfall,53,7/17/2017,18:46,7/17/2017 18:46,7/17/2017,22:23,7/17/2017 22:23,0.150694444,3.62,0,0,0,0,4.552272727,2.516363636,46.52727273,8.310590909,5.231,10.443,56.65,1004.75,101,High,4,8034,High,1,HighHigh,HighHigh
235,Waterfall up,Waterfall,53,7/17/2017,18:39,7/17/2017 18:39,7/17/2017,22:14,7/17/2017 22:14,0.149305556,3.58,0,0,0,0,4.598181818,2.539545455,48.05909091,8.536363636,5.745,10.443,55.93636364,1004.75,74,High,5,402,Low,1,HighLow,HighLow
250,Bunny Hill,Vulgaris,54,7/19/2017,18:21,7/19/2017 18:21,7/19/2017,21:37,7/19/2017 21:37,0.136111111,3.27,22,24,1.380211242,3.17805383,5.705238095,3.475714286,257.5809524,9.206380952,6.813,11.346,73.8952381,999.6666667,113,High,,3580.25,Low,4,HighLow,HighLow
254,Camp,Waterfall,54,7/19/2017,18:58,7/19/2017 18:58,7/19/2017,22:22,7/19/2017 22:22,0.141666667,3.4,0,0,0,0,5.37,2.492857143,270.2190476,9.282285714,7.695,12.751,68.89047619,1001.333333,20,Med,5,1495,Low,6,MedLow,LowLow
245,Golf,DanishMet,54,7/19/2017,17:33,7/19/2017 17:33,7/19/2017,20:43,7/19/2017 20:43,0.131944444,3.17,0,0,0,0,8.574074075,,306.6666667,11,9,13,67,998.3333333,0,Low,3,27609,High,2,LowHigh,LowHigh
246,Kforest,DanishMet,54,7/19/2017,17:38,7/19/2017 17:38,7/19/2017,20:48,7/19/2017 20:48,0.131944444,3.17,16,18,1.255272505,2.890371758,8.618055557,,305,10.25,8,13,68,999,19,Med,3,2331,Low,2,MedLow,LowLow
243,KISS,DanishMet,54,7/19/2017,17:20,7/19/2017 17:20,7/19/2017,20:20,7/19/2017 20:20,0.125,3,0,0,0,0,8.574074075,,306.6666667,11,9,13,67,998.3333333,100,High,2,8675,Low,3,HighLow,HighLow
253,Moz valley,Vulgaris,54,7/19/2017,18:39,7/19/2017 18:39,7/19/2017,21:56,7/19/2017 21:56,0.136805556,3.28,45,48,1.681241237,3.871201011,5.585238095,3.355714286,256.7809524,8.871095238,6.712,11.346,74.24761905,1000.5,81,High,,7469.75,High,4,HighHigh,HighHigh
244,Oil,DanishMet,54,7/19/2017,17:26,7/19/2017 17:26,7/19/2017,20:35,7/19/2017 20:35,0.13125,3.15,0,0,0,0,8.574074075,,306.6666667,11,9,13,67,998.3333333,10,Low,2,11742.1,High,3,LowHigh,LowHigh
249,Seatomato,Waterfall,54,7/19/2017,18:10,7/19/2017 18:10,7/19/2017,21:23,7/19/2017 21:23,0.134027778,3.22,3,3,0.477121255,1.098612289,5.362,2.567,259.09,10.7326,8.17,13.834,66.01,999.6666667,35,Med,4,8857,High,6,MedHigh,LowHigh
252,VV1,Vulgaris,54,7/19/2017,18:34,7/19/2017 18:34,7/19/2017,21:49,7/19/2017 21:49,0.135416667,3.25,39,42,1.62324929,3.737669618,5.561428571,3.355714286,256.1761905,9.073190476,6.712,11.346,73.95714286,1000.5,71,High,1,12617.745,High,5,HighHigh,HighHigh
251,VV2,Vulgaris,54,7/19/2017,18:28,7/19/2017 18:28,7/19/2017,21:43,7/19/2017 21:43,0.135416667,3.25,52,56,1.748188027,4.025351691,5.6885,3.448,256.35,9.19125,6.813,11.346,73.7,999.6666667,31,Med,1,6971,Low,5,MedLow,HighLow
248,Waterfall,Waterfall,54,7/19/2017,17:58,7/19/2017 17:58,7/19/2017,21:09,7/19/2017 21:09,0.132638889,3.18,8,9,0.954242509,2.197224577,5.261,2.5165,260.985,11.0326,8.344,14.17,65.505,999.6666667,101,High,4,8034,High,1,HighHigh,HighHigh
247,Waterfall up,Waterfall,54,7/19/2017,17:50,7/19/2017 17:50,7/19/2017,20:59,7/19/2017 20:59,0.13125,3.15,8,9,0.954242509,2.197224577,5.135,2.466,265.62,11.331,8.344,14.337,65.025,999,74,High,5,402,Low,1,HighLow,HighLow
