date,time,temperature,dewpoint,humidity,wind_speed,wind_gust_speed,wind_dir_degrees,wind_dir,pressure,windchill,heatindex,precip,precip_rate,precip_1hr,precip_today,solarradiation,uv_index,temperature_indoor,humidity_indoor,software_type,event,conditions
12/21/2017,0:50:00,-11,-16,67,20.4,,70,ENE,1013,-19.2,,,,,,,,,,,Scattered Clouds,
12/21/2017,1:50:00,-13,-17,73,20.4,,70,ENE,1014,-21.7,,,,,,,,,,,Unknown,
12/21/2017,2:50:00,-12,-16,73,20.4,,70,ENE,1014,-20.4,,,,,,,,,,,Mostly Cloudy,
12/21/2017,3:50:00,-13,-17,73,20.4,,70,ENE,1014,-21.7,,,,,,,,,,,Mostly Cloudy,
12/21/2017,4:50:00,-13,-18,67,14.8,,40,NE,1014,-20.4,,,,,,,,,,,Mostly Cloudy,
12/21/2017,5:50:00,-12,-17,67,22.2,,70,ENE,1014,-20.8,,,,,,,,,,,Overcast,
12/21/2017,6:50:00,-12,-18,62,20.4,,70,ENE,1014,-20.4,,,,,,,,,,,Mostly Cloudy,
12/21/2017,7:50:00,-12,-19,57,9.3,,60,ENE,1014,-17.3,,,,,,,,,,,Unknown,
12/21/2017,8:50:00,-14,-19,67,18.5,,50,NE,1014,-22.5,,,,,,,,,,,Unknown,
12/21/2017,9:50:00,-14,-21,56,13,,60,ENE,1013,-21,,,,,,,,,,,Unknown,
12/21/2017,10:50:00,-14,-21,56,16.7,,60,ENE,1012,-22.1,,,,,,,,,,,Unknown,
12/21/2017,11:50:00,-16,-22,61,11.1,,70,ENE,1011,-22.8,,,,,,,,,,,Unknown,
12/21/2017,12:50:00,-17,-23,61,14.8,,90,East,1010,-25.3,,,,,,,,,,,Unknown,
12/21/2017,13:50:00,-17,-23,61,9.3,,60,ENE,1009,-23.3,,,,,,,,,,,Unknown,
12/21/2017,14:50:00,-19,-24,66,9.3,,40,NE,1008,-25.6,,,,,,,,,,,Unknown,
12/21/2017,15:50:00,-21,-25,71,9.3,,60,ENE,1007,-28,,,,,,,,,,,Unknown,
12/21/2017,16:50:00,-23,-27,71,13,,70,ENE,1006,-32,,,,,,,,,,,Unknown,
12/21/2017,17:50:00,-20,-24,71,13,,40,NE,1005,-28.4,,,,,,,,,,,Unknown,
12/21/2017,18:50:00,-23,-27,71,14.8,,50,NE,1003,-32.7,,,,,,,,,,,Unknown,
12/21/2017,19:50:00,-23,-27,71,11.1,,50,NE,1003,-31.3,,,,,,,,,,,Unknown,
12/21/2017,20:50:00,-25,-28,77,13,,50,NE,1002,-34.4,,,,,,,,,,,Unknown,
12/21/2017,21:50:00,-25,-29,70,13,,50,NE,1001,-34.4,,,,,,,,,,,Unknown,
12/21/2017,22:50:00,-25,-28,77,11.1,,50,NE,1000,-33.7,,,,,,,,,,,Unknown,
12/21/2017,23:50:00,-24,-28,70,11.1,,60,ENE,1000,-32.5,,,,,,,,,,,Unknown,
12/22/2017,0:50:00,-26,-29,77,16.7,,60,ENE,999,-37,,,,,,,,,,,Unknown,
12/22/2017,1:50:00,-26,-29,77,18.5,,60,ENE,1000,-37.6,,,,,,,,,,,Unknown,
12/22/2017,2:50:00,-25,-29,70,14.8,,60,ENE,1000,-35.1,,,,,,,,,,,Unknown,
12/22/2017,3:50:00,-27,-30,76,16.7,,50,NE,1000,-38.2,,,,,,,,,,,Unknown,
12/22/2017,4:50:00,-27,-30,76,16.7,,50,NE,1001,-38.2,,,,,,,,,,,Unknown,
12/22/2017,5:50:00,-26,-29,77,16.7,,50,NE,1001,-37,,,,,,,,,,,Unknown,
12/22/2017,6:50:00,-26,-29,77,16.7,,50,NE,1002,-37,,,,,,,,,,,Unknown,
12/22/2017,7:50:00,-25,-28,77,18.5,,40,NE,1002,-36.3,,,,,,,,,,,Unknown,
12/22/2017,8:50:00,-27,-30,76,16.7,,50,NE,1003,-38.2,,,,,,,,,,,Unknown,
12/22/2017,9:50:00,-27,-30,76,16.7,,50,NE,1003,-38.2,,,,,,,,,,,Unknown,
12/22/2017,10:50:00,-26,-29,77,14.8,,60,ENE,1004,-36.4,,,,,,,,,,,Unknown,
12/22/2017,11:50:00,-25,-29,70,14.8,,50,NE,1005,-35.1,,,,,,,,,,,Unknown,
12/22/2017,12:50:00,-27,-30,76,18.5,,60,ENE,1006,-38.8,,,,,,,,,,,Unknown,
12/22/2017,13:50:00,-27,-30,76,16.7,,50,NE,1006,-38.2,,,,,,,,,,,Unknown,
12/22/2017,14:50:00,-26,-29,77,18.5,,60,ENE,1007,-37.6,,,,,,,,,,,Unknown,
12/22/2017,15:50:00,-27,-31,70,16.7,,60,ENE,1007,-38.2,,,,,,,,,,,Unknown,
12/22/2017,16:50:00,-27,-29,84,18.5,,50,NE,1008,-38.8,,,,,,,,,,,Unknown,
12/22/2017,17:50:00,-24,-28,70,14.8,,50,NE,1008,-33.9,,,,,,,,,,,Unknown,
12/22/2017,18:50:00,-25,-28,77,14.8,,50,NE,1008,-35.1,,,,,,,,,,,Unknown,
12/22/2017,19:50:00,-26,-29,77,16.7,,60,ENE,1008,-37,,,,,,,,,,,Unknown,
12/22/2017,20:50:00,-26,-29,77,16.7,,70,ENE,1009,-37,,,,,,,,,,,Scattered Clouds,
12/22/2017,21:50:00,-26,-29,77,16.7,,50,NE,1009,-37,,,,,,,,,,,Scattered Clouds,
12/22/2017,22:50:00,-25,-29,70,16.7,,60,ENE,1008,-35.8,,,,,,,,,,,Mostly Cloudy,
12/22/2017,23:50:00,-24,-28,70,20.4,,50,NE,1008,-35.6,,,,,,,,,,,Partly Cloudy,
12/23/2017,0:50:00,-24,-27,77,14.8,,60,ENE,1008,-33.9,,,,,,,,,,,Unknown,
12/23/2017,1:50:00,-24,-27,77,11.1,,60,ENE,1008,-32.5,,,,,,,,,,,Partly Cloudy,
12/23/2017,2:50:00,-24,-27,77,11.1,,60,ENE,1008,-32.5,,,,,,,,,,,Scattered Clouds,
12/23/2017,3:50:00,-23,-27,71,13,,70,ENE,1009,-32,,,,,,,,,,,Scattered Clouds,
12/23/2017,4:50:00,-23,-26,77,9.3,,70,ENE,1009,-30.4,,,,,,,,,,,Mostly Cloudy,
12/23/2017,5:50:00,-23,-26,77,13,,70,ENE,1009,-32,,,,,,,,,,,Partly Cloudy,
12/23/2017,6:50:00,-23,-26,77,11.1,,70,ENE,1009,-31.3,,,,,,,,,,,Mostly Cloudy,
12/23/2017,7:50:00,-21,-24,77,7.4,,60,ENE,1009,-27,,,,,,,,,,,Mostly Cloudy,
12/23/2017,8:50:00,-20,-23,78,9.3,,70,ENE,1010,-26.8,,,,,,,,,,,Mostly Cloudy,
12/23/2017,9:50:00,-20,-23,78,11.1,,70,ENE,1010,-27.6,,,,,,,,,,,Mostly Cloudy,
12/23/2017,10:50:00,-19,-22,78,9.3,,60,ENE,1011,-25.6,,,,,,,,,,,Mostly Cloudy,
12/23/2017,11:50:00,-16,-19,78,9.3,,60,ENE,1012,-22.1,,,,,,,,,,,Mostly Cloudy,
12/23/2017,12:50:00,-17,-20,78,11.1,,60,ENE,1012,-24,,,,,,,,,,,Mostly Cloudy,
12/23/2017,13:50:00,-18,-21,78,14.8,,60,ENE,1013,-26.5,,,,,,,,,,,Mostly Cloudy,
12/23/2017,14:50:00,-17,-20,78,13,,60,ENE,1013,-24.7,,,,,,,,,,,Mostly Cloudy,
12/23/2017,15:50:00,-16,-19,78,9.3,,60,ENE,1014,-22.1,,,,,,,,,,,Mostly Cloudy,
12/23/2017,16:50:00,-15,-18,78,13,,50,NE,1015,-22.3,,,,,,,,,,,Mostly Cloudy,
12/23/2017,17:50:00,-15,-18,78,14.8,,60,ENE,1015,-22.8,,,,,,,,,,,Light Ice Crystals,
12/23/2017,18:50:00,-15,-17,85,14.8,,60,ENE,1016,-22.8,,,,,,,,,,,Mostly Cloudy,
12/23/2017,19:50:00,-14,-17,79,14.8,,60,ENE,1016,-21.6,,,,,,,,,,,Mostly Cloudy,
12/23/2017,20:50:00,-15,-17,85,14.8,,60,ENE,1017,-22.8,,,,,,,,,,,Mostly Cloudy,
12/23/2017,21:50:00,-13,-16,79,9.3,,60,ENE,1017,-18.5,,,,,,,,,,,Light Snow Grains,
12/23/2017,22:50:00,-14,-16,85,11.1,,60,ENE,1018,-20.4,,,,,,,,,,,Light Snow Showers,
12/23/2017,23:50:00,-14,-16,85,13,,60,ENE,1018,-21,,,,,,,,,,,Light Snow Showers,
12/24/2017,0:50:00,-14,-16,85,11.1,,50,NE,1018,-20.4,,,,,,,,,,,Light Ice Crystals,
12/24/2017,1:50:00,-13,-15,85,13,,70,ENE,1018,-19.8,,,,,,,,,,,Light Snow Showers,
12/24/2017,2:50:00,-13,-15,85,9.3,,50,NE,1019,-18.5,,,,,,,,,,,Light Snow Grains,
12/24/2017,3:50:00,-13,-15,85,13,,50,NE,1019,-19.8,,,,,,,,,,,Light Snow Showers,
12/24/2017,4:50:00,-13,-15,85,13,,80,East,1019,-19.8,,,,,,,,,,,Light Snow Grains,
12/24/2017,5:50:00,-13,-15,85,13,,40,NE,1019,-19.8,,,,,,,,,,,Light Ice Crystals,
12/24/2017,6:50:00,-13,-15,85,13,,50,NE,1019,-19.8,,,,,,,,,,,Light Ice Crystals,
12/24/2017,7:50:00,-13,-15,85,14.8,,50,NE,1019,-20.4,,,,,,,,,,,Light Snow Showers,
12/24/2017,9:50:00,-13,-14,92,14.8,,60,ENE,1019,-20.4,,,,,,,,,,,Light Ice Crystals,
12/24/2017,10:50:00,-13,-14,92,14.8,,50,NE,1019,-20.4,,,,,,,,,,,Overcast,
12/24/2017,11:50:00,-12,-14,85,14.8,,60,ENE,1018,-19.1,,,,,,,,,,,Overcast,
12/24/2017,12:50:00,-12,-14,85,13,,50,NE,1018,-18.6,,,,,,,,,,,Overcast,
12/24/2017,13:50:00,-12,-14,85,13,,60,ENE,1018,-18.6,,,,,,,,,,,Overcast,
12/24/2017,14:50:00,-12,-14,85,9.3,,60,ENE,1017,-17.3,,,,,,,,,,,Overcast,
12/24/2017,15:50:00,-12,-14,85,9.3,,60,ENE,1017,-17.3,,,,,,,,,,,Overcast,
12/24/2017,16:50:00,-12,-14,85,3.7,,50,NE,1017,,,,,,,,,,,,Overcast,
12/24/2017,17:50:00,-12,-14,85,5.6,,60,ENE,1017,-15.5,,,,,,,,,,,Overcast,
12/24/2017,18:50:00,-12,-14,85,9.3,,70,ENE,1017,-17.3,,,,,,,,,,,Overcast,
12/24/2017,19:50:00,-13,-14,92,11.1,,60,ENE,1016,-19.2,,,,,,,,,,,Overcast,
12/24/2017,20:50:00,-12,-14,85,11.1,,60,ENE,1016,-18,,,,,,,,,,,Overcast,
12/24/2017,21:50:00,-12,-14,85,11.1,,60,ENE,1016,-18,,,,,,,,,,,Overcast,
12/24/2017,22:50:00,-12,-14,85,9.3,,50,NE,1016,-17.3,,,,,,,,,,,Overcast,
12/24/2017,23:50:00,-12,-14,85,9.3,,50,NE,1016,-17.3,,,,,,,,,,,Overcast,
12/25/2017,0:50:00,-12,-14,85,11.1,,40,NE,1015,-18,,,,,,,,,,,Overcast,
12/25/2017,1:50:00,-12,-14,85,9.3,,50,NE,1015,-17.3,,,,,,,,,,,Overcast,
12/25/2017,2:50:00,-12,-14,85,11.1,,60,ENE,1014,-18,,,,,,,,,,,Overcast,
12/25/2017,3:50:00,-12,-14,85,11.1,,70,ENE,1014,-18,,,,,,,,,,,Overcast,
12/25/2017,4:50:00,-14,-15,92,11.1,,50,NE,1014,-20.4,,,,,,,,,,,Mostly Cloudy,
12/25/2017,5:50:00,-15,-17,85,13,,50,NE,1014,-22.3,,,,,,,,,,,Scattered Clouds,
12/25/2017,6:50:00,-15,-16,92,13,,50,NE,1014,-22.3,,,,,,,,,,,Mostly Cloudy,
12/25/2017,7:50:00,-16,-18,85,9.3,,60,ENE,1014,-22.1,,,,,,,,,,,Unknown,
12/25/2017,8:50:00,-17,-19,85,11.1,,60,ENE,1014,-24,,,,,,,,,,,Unknown,
12/25/2017,9:50:00,-17,-19,85,11.1,,60,ENE,1014,-24,,,,,,,,,,,Unknown,
12/25/2017,10:50:00,-19,-21,85,13,,60,ENE,1015,-27.1,,,,,,,,,,,Unknown,
12/25/2017,11:50:00,-19,-21,85,13,,60,ENE,1015,-27.1,,,,,,,,,,,Unknown,
12/25/2017,12:50:00,-19,-22,78,11.1,,60,ENE,1015,-26.4,,,,,,,,,,,Unknown,
12/25/2017,13:50:00,-20,-22,85,14.8,,60,ENE,1015,-29,,,,,,,,,,,Unknown,
12/25/2017,14:50:00,-22,-24,84,13,,70,ENE,1015,-30.8,,,,,,,,,,,Unknown,
12/25/2017,15:50:00,-23,-25,84,13,,50,NE,1016,-32,,,,,,,,,,,Unknown,
12/25/2017,16:50:00,-22,-25,77,14.8,,60,ENE,1016,-31.4,,,,,,,,,,,Unknown,
12/25/2017,17:50:00,-22,-25,77,14.8,,60,ENE,1016,-31.4,,,,,,,,,,,Unknown,
12/25/2017,18:50:00,-23,-26,77,16.7,,50,NE,1017,-33.3,,,,,,,,,,,Mostly Cloudy,
12/25/2017,19:50:00,-21,-24,77,14.8,,60,ENE,1017,-30.2,,,,,,,,,,,Mostly Cloudy,
12/25/2017,20:50:00,-23,-25,84,14.8,,60,ENE,1017,-32.7,,,,,,,,,,,Mostly Cloudy,
12/25/2017,21:50:00,-22,-25,77,13,,60,ENE,1018,-30.8,,,,,,,,,,,Mostly Cloudy,
12/25/2017,22:50:00,-23,-25,84,13,,60,ENE,1018,-32,,,,,,,,,,,Mostly Cloudy,
12/25/2017,23:50:00,-23,-25,84,16.7,,40,NE,1019,-33.3,,,,,,,,,,,Mostly Cloudy,
12/26/2017,0:50:00,-22,-25,77,16.7,,60,ENE,1019,-32,,,,,,,,,,,Mostly Cloudy,
12/26/2017,1:50:00,-21,-24,77,13,,60,ENE,1019,-29.6,,,,,,,,,,,Mostly Cloudy,
12/26/2017,2:50:00,-21,-23,84,13,,60,ENE,1020,-29.6,,,,,,,,,,,Overcast,
12/26/2017,3:50:00,-20,-23,78,13,,50,NE,1021,-28.4,,,,,,,,,,,Overcast,
12/26/2017,4:50:00,-19,-22,78,13,,60,ENE,1021,-27.1,,,,,,,,,,,Mostly Cloudy,
12/26/2017,5:50:00,-21,-23,84,16.7,,60,ENE,1021,-30.8,,,,,,,,,,,Mostly Cloudy,
12/26/2017,6:50:00,-20,-23,78,14.8,,50,NE,1021,-29,,,,,,,,,,,Mostly Cloudy,
12/26/2017,7:50:00,-21,-23,84,13,,50,NE,1021,-29.6,,,,,,,,,,,Mostly Cloudy,
12/26/2017,8:50:00,-22,-24,84,11.1,,60,ENE,1021,-30.1,,,,,,,,,,,Unknown,
12/26/2017,9:50:00,-22,-24,84,13,,60,ENE,1021,-30.8,,,,,,,,,,,Unknown,
12/26/2017,10:50:00,-21,-24,77,13,,70,ENE,1021,-29.6,,,,,,,,,,,Unknown,
12/26/2017,11:50:00,-22,-25,77,14.8,,60,ENE,1021,-31.4,,,,,,,,,,,Unknown,
12/26/2017,12:50:00,-22,-25,77,13,,60,ENE,1021,-30.8,,,,,,,,,,,Partly Cloudy,
12/26/2017,13:50:00,-22,-25,77,14.8,,50,NE,1020,-31.4,,,,,,,,,,,Partly Cloudy,
12/26/2017,14:50:00,-23,-26,77,14.8,,60,ENE,1019,-32.7,,,,,,,,,,,Mostly Cloudy,
12/26/2017,15:50:00,-23,-26,77,13,,70,ENE,1019,-32,,,,,,,,,,,Mostly Cloudy,
12/26/2017,16:50:00,-24,-27,77,13,,70,ENE,1019,-33.2,,,,,,,,,,,Mostly Cloudy,
12/26/2017,17:50:00,-22,-25,77,14.8,,50,NE,1019,-31.4,,,,,,,,,,,Mostly Cloudy,
12/26/2017,18:50:00,-22,-25,77,13,,50,NE,1018,-30.8,,,,,,,,,,,Mostly Cloudy,
12/26/2017,19:50:00,-23,-26,77,13,,60,ENE,1018,-32,,,,,,,,,,,Mostly Cloudy,
12/26/2017,20:50:00,-23,-26,77,18.5,,60,ENE,1017,-33.8,,,,,,,,,,,Mostly Cloudy,
12/26/2017,21:50:00,-23,-26,77,13,,60,ENE,1017,-32,,,,,,,,,,,Scattered Clouds,
12/26/2017,22:50:00,-23,-26,77,18.5,,60,ENE,1016,-33.8,,,,,,,,,,,Unknown,
12/26/2017,23:50:00,-23,-26,77,13,,50,NE,1015,-32,,,,,,,,,,,Unknown,
12/27/2017,0:50:00,-24,-27,77,11.1,,60,ENE,1014,-32.5,,,,,,,,,,,Mostly Cloudy,
12/27/2017,1:50:00,-23,-25,84,16.7,,50,NE,1014,-33.3,,,,,,,,,,,Mostly Cloudy,
12/27/2017,2:50:00,-23,-26,77,13,,50,NE,1014,-32,,,,,,,,,,,Mostly Cloudy,
12/27/2017,3:50:00,-23,-26,77,14.8,,60,ENE,1013,-32.7,,,,,,,,,,,Partly Cloudy,
12/27/2017,4:50:00,-23,-26,77,13,,50,NE,1012,-32,,,,,,,,,,,Unknown,
12/27/2017,5:50:00,-24,-27,77,14.8,,60,ENE,1012,-33.9,,,,,,,,,,,Mostly Cloudy,
12/27/2017,6:50:00,-24,-26,84,14.8,,60,ENE,1011,-33.9,,,,,,,,,,,Mostly Cloudy,
12/27/2017,7:50:00,-23,-26,77,13,,50,NE,1011,-32,,,,,,,,,,,Mostly Cloudy,
12/27/2017,8:50:00,-25,-27,84,13,,70,ENE,1010,-34.4,,,,,,,,,,,Scattered Clouds,
12/27/2017,9:50:00,-25,-28,77,9.3,,60,ENE,1009,-32.8,,,,,,,,,,,Partly Cloudy,
12/27/2017,10:50:00,-24,-27,77,11.1,,80,East,1009,-32.5,,,,,,,,,,,Unknown,
12/27/2017,12:50:00,-23,-26,77,7.4,,40,NE,1007,-29.4,,,,,,,,,,,Partly Cloudy,
12/27/2017,13:50:00,-22,-24,84,5.6,,0,Variable,1006,-27,,,,,,,,,,,Mostly Cloudy,
12/27/2017,14:50:00,-19,-21,85,5.6,,0,Variable,1005,-23.5,,,,,,,,,,,Scattered Clouds,
12/27/2017,15:50:00,-8,-15,58,13,,60,ENE,1004,-13.7,,,,,,,,,,,Mostly Cloudy,
12/27/2017,16:50:00,-5,-13,54,18.5,,80,East,1004,-11.3,,,,,,,,,,,Mostly Cloudy,
12/27/2017,17:50:00,-12,-17,67,14.8,,260,West,1003,-19.1,,,,,,,,,,,Mostly Cloudy,
12/27/2017,18:50:00,-13,-15,85,16.7,,260,West,1004,-20.8,,,,,,,,,,,Mostly Cloudy,
12/27/2017,19:50:00,-13,-16,79,14.8,,270,West,1004,-20.4,,,,,,,,,,,Mostly Cloudy,
12/27/2017,20:50:00,-14,-17,79,14.8,,250,WSW,1004,-21.6,,,,,,,,,,,Scattered Clouds,
12/27/2017,21:50:00,-15,-17,85,3.7,,0,Variable,1004,,,,,,,,,,,,Unknown,
12/27/2017,22:50:00,-15,-17,85,3.7,,110,ESE,1004,,,,,,,,,,,,Unknown,
12/27/2017,23:50:00,-16,-18,85,3.7,,70,ENE,1004,,,,,,,,,,,,Unknown,
12/28/2017,0:50:00,-18,-20,85,11.1,,70,ENE,1004,-25.2,,,,,,,,,,,Light Snow Showers,
12/28/2017,1:50:00,-17,-19,85,3.7,,0,Variable,1004,,,,,,,,,,,,Scattered Clouds,
12/28/2017,2:50:00,-19,-21,85,7.4,,70,ENE,1004,-24.7,,,,,,,,,,,Mostly Cloudy,
12/28/2017,3:50:00,-18,-20,85,7.4,,60,ENE,1004,-23.5,,,,,,,,,,,Mostly Cloudy,
12/28/2017,4:50:00,-19,-21,85,9.3,,60,ENE,1004,-25.6,,,,,,,,,,,Scattered Clouds,
12/28/2017,5:50:00,-17,-20,78,11.1,,60,ENE,1004,-24,,,,,,,,,,,Partly Cloudy,
12/28/2017,6:50:00,-17,-20,78,11.1,,60,ENE,1004,-24,,,,,,,,,,,Unknown,
12/28/2017,7:50:00,-18,-20,85,9.3,,60,ENE,1004,-24.5,,,,,,,,,,,Unknown,
12/28/2017,8:50:00,-18,-21,78,13,,60,ENE,1003,-25.9,,,,,,,,,,,Unknown,
12/28/2017,9:50:00,-20,-22,85,14.8,,60,ENE,1003,-29,,,,,,,,,,,Unknown,
12/28/2017,10:50:00,-18,-21,78,14.8,,60,ENE,1003,-26.5,,,,,,,,,,,Mostly Cloudy,
12/28/2017,11:50:00,-20,-22,85,9.3,,60,ENE,1002,-26.8,,,,,,,,,,,Mostly Cloudy,
12/28/2017,12:50:00,-19,-22,78,9.3,,60,ENE,1002,-25.6,,,,,,,,,,,Mostly Cloudy,
12/28/2017,13:50:00,-19,-21,85,13,,60,ENE,1002,-27.1,,,,,,,,,,,Light Snow Showers,
12/28/2017,14:50:00,-19,-22,78,14.8,,60,ENE,1001,-27.8,,,,,,,,,,,Light Snow,
12/28/2017,15:50:00,-18,-21,78,13,,50,NE,1001,-25.9,,,,,,,,,,,Light Snow,
12/28/2017,16:50:00,-18,-20,85,13,,50,NE,1001,-25.9,,,,,,,,,,,Light Snow,
12/28/2017,17:50:00,-17,-19,85,11.1,,50,NE,1001,-24,,,,,,,,,,,Light Snow,
12/28/2017,18:50:00,-16,-18,85,13,,40,NE,1001,-23.5,,,,,,,,,,,Light Snow,
12/28/2017,19:50:00,-16,-18,85,11.1,,50,NE,1000,-22.8,,,,,,,,,,,Light Snow,
12/28/2017,20:50:00,-15,-17,85,7.4,,70,ENE,1000,-20,,,,,,,,,,,Light Snow,
12/28/2017,21:50:00,-15,-17,85,9.3,,60,ENE,1000,-20.9,,,,,,,,,,,Light Snow Showers,
12/28/2017,22:50:00,-15,-17,85,9.3,,40,NE,1000,-20.9,,,,,,,,,,,Light Snow,
12/28/2017,23:50:00,-14,-16,85,14.8,,70,ENE,1000,-21.6,,,,,,,,,,,Light Snow,
12/29/2017,0:50:00,-14,-16,85,9.3,,60,ENE,999,-19.7,,,,,,,,,,,Light Snow,
12/29/2017,1:50:00,-13,-15,85,9.3,,70,ENE,999,-18.5,,,,,,,,,,,Light Snow,
12/29/2017,2:50:00,-13,-15,85,9.3,,80,East,999,-18.5,,,,,,,,,,,Light Snow,
12/29/2017,4:50:00,-13,-15,85,9.3,,60,ENE,998,-18.5,,,,,,,,,,,Light Snow,
12/29/2017,5:50:00,-13,-16,79,11.1,,60,ENE,998,-19.2,,,,,,,,,,,Light Snow,
12/29/2017,6:50:00,-13,-16,79,11.1,,60,ENE,997,-19.2,,,,,,,,,,,Light Snow Grains,
12/29/2017,7:50:00,-14,-16,85,7.4,,50,NE,997,-18.9,,,,,,,,,,,Light Snow,
12/29/2017,8:50:00,-14,-16,85,9.3,,50,NE,997,-19.7,,,,,,,,,,,Light Snow,
12/29/2017,9:50:00,-15,-17,85,13,,80,East,996,-22.3,,,,,,,,,,,Light Snow,
12/29/2017,10:50:00,-15,-18,78,11.1,,80,East,996,-21.6,,,,,,,,,,,Light Snow,
12/29/2017,11:50:00,-16,-18,85,9.3,,70,ENE,996,-22.1,,,,,,,,,,,Mostly Cloudy,
12/29/2017,12:50:00,-16,-18,85,9.3,,90,East,996,-22.1,,,,,,,,,,,Light Snow Grains,
12/29/2017,13:50:00,-16,-18,85,13,,90,East,996,-23.5,,,,,,,,,,,Light Snow Showers,
12/29/2017,14:50:00,-15,-17,85,11.1,,80,East,996,-21.6,,,,,,,,,,,Light Ice Crystals,
12/29/2017,15:50:00,-16,-17,92,13,,70,ENE,996,-23.5,,,,,,,,,,,Light Ice Crystals,
12/29/2017,16:50:00,-16,-18,85,13,,80,East,997,-23.5,,,,,,,,,,,Light Snow,
12/29/2017,17:50:00,-16,-18,85,13,,80,East,997,-23.5,,,,,,,,,,,Light Snow,
12/29/2017,18:50:00,-16,-18,85,11.1,,80,East,998,-22.8,,,,,,,,,,,Light Ice Crystals,
12/29/2017,19:50:00,-16,-18,85,9.3,,70,ENE,998,-22.1,,,,,,,,,,,Light Snow Showers,
12/29/2017,20:50:00,-17,-18,92,9.3,,70,ENE,998,-23.3,,,,,,,,,,,Light Snow Showers,
12/29/2017,21:50:00,-17,-19,85,9.3,,80,East,999,-23.3,,,,,,,,,,,Light Ice Crystals,
12/29/2017,22:50:00,-17,-19,85,7.4,,70,ENE,999,-22.4,,,,,,,,,,,Light Snow Showers,
12/29/2017,23:50:00,-17,-19,85,7.4,,60,ENE,999,-22.4,,,,,,,,,,,Light Snow Grains,
12/30/2017,0:50:00,-17,-19,85,7.4,,70,ENE,1000,-22.4,,,,,,,,,,,Overcast,
12/30/2017,1:50:00,-17,-19,85,5.6,,70,ENE,1000,-21.2,,,,,,,,,,,Overcast,
12/30/2017,2:50:00,-17,-19,85,9.3,,80,East,1000,-23.3,,,,,,,,,,,Light Snow Showers,
12/30/2017,3:50:00,-16,-18,85,9.3,,90,East,1001,-22.1,,,,,,,,,,,Light Snow,
12/30/2017,4:50:00,-16,-18,85,3.7,,50,NE,1001,,,,,,,,,,,,Light Snow Grains,
12/30/2017,5:50:00,-17,-19,85,1.9,,20,NNE,1002,,,,,,,,,,,,Light Snow,
12/30/2017,6:50:00,-17,-19,85,1.9,,10,North,1003,,,,,,,,,,,,Light Snow,
12/30/2017,7:50:00,-18,-20,85,7.4,,50,NE,1004,-23.5,,,,,,,,,,,Light Snow,
12/30/2017,8:50:00,-19,-21,85,7.4,,50,NE,1005,-24.7,,,,,,,,,,,Light Snow,
12/30/2017,9:50:00,-20,-22,85,7.4,,50,NE,1006,-25.9,,,,,,,,,,,Light Snow Grains,
12/30/2017,10:50:00,-19,-21,85,7.4,,60,ENE,1007,-24.7,,,,,,,,,,,Light Snow Showers,
12/30/2017,11:50:00,-18,-20,85,5.6,,60,ENE,1007,-22.4,,,,,,,,,,,Light Snow Grains,
12/30/2017,12:50:00,-17,-19,85,7.4,,70,ENE,1007,-22.4,,,,,,,,,,,Light Snow Grains,
12/30/2017,13:50:00,-17,-19,85,5.6,,50,NE,1008,-21.2,,,,,,,,,,,Light Snow,
12/30/2017,14:50:00,-17,-19,85,5.6,,60,ENE,1008,-21.2,,,,,,,,,,,Light Snow Grains,
12/30/2017,15:50:00,-17,-19,85,5.6,,80,East,1009,-21.2,,,,,,,,,,,Light Snow,
12/30/2017,16:50:00,-17,-19,85,5.6,,70,ENE,1009,-21.2,,,,,,,,,,,Light Snow,
12/30/2017,17:50:00,-17,-19,85,5.6,,70,ENE,1010,-21.2,,,,,,,,,,,Light Snow Grains,
12/30/2017,18:50:00,-17,-19,85,7.4,,50,NE,1010,-22.4,,,,,,,,,,,Light Snow Grains,
12/30/2017,19:50:00,-17,-19,85,5.6,,60,ENE,1010,-21.2,,,,,,,,,,,Light Snow Grains,
12/30/2017,20:50:00,-17,-19,85,7.4,,60,ENE,1011,-22.4,,,,,,,,,,,Light Snow Grains,
12/30/2017,21:50:00,-17,-19,85,7.4,,50,NE,1011,-22.4,,,,,,,,,,,Light Snow Grains,
12/30/2017,22:50:00,-17,-19,85,7.4,,60,ENE,1011,-22.4,,,,,,,,,,,Light Snow Grains,
12/30/2017,23:50:00,-17,-19,85,7.4,,70,ENE,1011,-22.4,,,,,,,,,,,Light Snow Grains,
12/31/2017,0:50:00,-17,-19,85,7.4,,50,NE,1011,-22.4,,,,,,,,,,,Light Snow,
12/31/2017,1:50:00,-18,-20,85,7.4,,50,NE,1011,-23.5,,,,,,,,,,,Light Snow,
12/31/2017,2:50:00,-17,-19,85,7.4,,60,ENE,1011,-22.4,,,,,,,,,,,Light Snow Showers,
12/31/2017,3:50:00,-17,-19,85,5.6,,40,NE,1011,-21.2,,,,,,,,,,,Light Snow Grains,
12/31/2017,4:50:00,-18,-20,85,3.7,,360,North,1011,,,,,,,,,,,,Light Snow Grains,
12/31/2017,5:50:00,-18,-19,92,0,,0,North,1011,,,,,,,,,,,,Light Snow,
