Date,Day,Site,Year,SiteYear,Sample,Mass,Stage
5-Jun-11,5-Jun-17,East,2011,East2011,10,0.583,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,11,0.136,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,11,0.569,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,12,0.197,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,12,1.42,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,13,0.508,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,13,0.53,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,14,1.035,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,14,1.453,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,15,0.278,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,15,0.469,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,16,1.146,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,16,1.239,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,17,0.939,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,17,1.009,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,18,0.774,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,18,1.404,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,19,1.213,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,19,1.521,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,20,0.475,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,20,0.665,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,21,0.595,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,21,0.983,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,22,0.241,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,22,1.087,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,23,0.131,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,23,1.266,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,24,0.599,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,24,0.608,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,25,1.242,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,25,1.388,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,26,1.132,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,26,1.143,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,27,0.384,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,27,1.024,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,28,0.756,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,28,1.17,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,29,0.358,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,29,0.481,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,30,0.402,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,30,0.772,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,31,0.486,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,31,0.823,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,32,0.936,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,32,1.248,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,33,1.113,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,33,1.309,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,34,0.382,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,34,0.925,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,35,0.446,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,35,0.962,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,36,0.896,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,36,0.968,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,37,0.358,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,37,0.62,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,38,1.181,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,38,1.566,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,39,0.374,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,39,0.748,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,40,0.726,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,40,1.13,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,41,0.645,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,41,1.211,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,42,0.931,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,42,1.332,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,43,0.756,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,43,1.412,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,44,0.771,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,44,1.663,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,45,0.244,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,45,0.691,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,46,0.471,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,46,0.763,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,47,1.255,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,48,1.301,Larvae
5-Jun-11,5-Jun-17,East,2011,East2011,49,1.145,Larvae
13-Jun-11,13-Jun-17,East,2011,East2011,1,1.121,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,2,1.059,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,3,1.533,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,4,1.562,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,5,0.928,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,6,1.008,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,7,1.139,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,8,1.082,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,9,1.103,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,10,0.879,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,11,0.866,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,12,1.797,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,13,1.408,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,14,0.919,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,15,1.457,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,16,1.001,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,17,1.252,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,18,1.447,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,19,1.09,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,20,1.069,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,21,1.078,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,22,1.529,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,23,1.111,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,24,1.129,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,25,1.263,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,26,0.948,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,27,1.133,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,28,1.043,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,29,1.376,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,30,1.38,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,31,1.625,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,32,1.452,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,33,1.529,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,34,1.468,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,35,0.973,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,36,1.072,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,37,1.034,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,38,1.13,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,39,1.516,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,40,1.105,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,41,1.038,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,42,1.245,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,43,1.407,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,44,0.922,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,45,0.842,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,46,1.472,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,47,0.961,Pupae
13-Jun-11,13-Jun-17,East,2011,East2011,48,1.124,Pupae
8-May-12,8-May-17,East,2012,East2012,1,0.082,Larvae
8-May-12,8-May-17,East,2012,East2012,2,0.118,Larvae
8-May-12,8-May-17,East,2012,East2012,3,0.163,Larvae
8-May-12,8-May-17,East,2012,East2012,4,0.081,Larvae
8-May-12,8-May-17,East,2012,East2012,5,0.165,Larvae
8-May-12,8-May-17,East,2012,East2012,6,0.126,Larvae
8-May-12,8-May-17,East,2012,East2012,7,0.011,Larvae
8-May-12,8-May-17,East,2012,East2012,8,0.134,Larvae
8-May-12,8-May-17,East,2012,East2012,9,0.075,Larvae
8-May-12,8-May-17,East,2012,East2012,10,0.207,Larvae
8-May-12,8-May-17,East,2012,East2012,11,0.06,Larvae
8-May-12,8-May-17,East,2012,East2012,12,0.175,Larvae
8-May-12,8-May-17,East,2012,East2012,13,0.261,Larvae
8-May-12,8-May-17,East,2012,East2012,14,0.244,Larvae
8-May-12,8-May-17,East,2012,East2012,15,0.08,Larvae
8-May-12,8-May-17,East,2012,East2012,16,0.125,Larvae
8-May-12,8-May-17,East,2012,East2012,17,0.023,Larvae
8-May-12,8-May-17,East,2012,East2012,18,0.189,Larvae
8-May-12,8-May-17,East,2012,East2012,19,0.166,Larvae
8-May-12,8-May-17,East,2012,East2012,20,0.122,Larvae
8-May-12,8-May-17,East,2012,East2012,21,0.261,Larvae
8-May-12,8-May-17,East,2012,East2012,22,0.119,Larvae
8-May-12,8-May-17,East,2012,East2012,23,0.044,Larvae
8-May-12,8-May-17,East,2012,East2012,24,0.133,Larvae
8-May-12,8-May-17,East,2012,East2012,25,0.126,Larvae
8-May-12,8-May-17,East,2012,East2012,26,0.143,Larvae
8-May-12,8-May-17,East,2012,East2012,27,0.049,Larvae
8-May-12,8-May-17,East,2012,East2012,28,0.149,Larvae
8-May-12,8-May-17,East,2012,East2012,29,0.254,Larvae
8-May-12,8-May-17,East,2012,East2012,30,0.178,Larvae
8-May-12,8-May-17,East,2012,East2012,31,0.135,Larvae
8-May-12,8-May-17,East,2012,East2012,32,0.152,Larvae
8-May-12,8-May-17,East,2012,East2012,33,0.06,Larvae
8-May-12,8-May-17,East,2012,East2012,34,0.038,Larvae
8-May-12,8-May-17,East,2012,East2012,35,0.138,Larvae
8-May-12,8-May-17,East,2012,East2012,36,0.114,Larvae
8-May-12,8-May-17,East,2012,East2012,37,0.096,Larvae
8-May-12,8-May-17,East,2012,East2012,38,0.073,Larvae
8-May-12,8-May-17,East,2012,East2012,39,0.031,Larvae
8-May-12,8-May-17,East,2012,East2012,40,0.01,Larvae
8-May-12,8-May-17,East,2012,East2012,41,0.168,Larvae
8-May-12,8-May-17,East,2012,East2012,42,0.241,Larvae
8-May-12,8-May-17,East,2012,East2012,43,0.057,Larvae
8-May-12,8-May-17,East,2012,East2012,44,0.175,Larvae
14-May-12,14-May-17,East,2012,East2012,1,0.236,Larvae
14-May-12,14-May-17,East,2012,East2012,2,0.48,Larvae
14-May-12,14-May-17,East,2012,East2012,3,0.24,Larvae
14-May-12,14-May-17,East,2012,East2012,4,0.255,Larvae
14-May-12,14-May-17,East,2012,East2012,5,0.288,Larvae
14-May-12,14-May-17,East,2012,East2012,6,0.044,Larvae
14-May-12,14-May-17,East,2012,East2012,7,0.134,Larvae
14-May-12,14-May-17,East,2012,East2012,8,0.384,Larvae
14-May-12,14-May-17,East,2012,East2012,9,0.273,Larvae
14-May-12,14-May-17,East,2012,East2012,10,0.37,Larvae
14-May-12,14-May-17,East,2012,East2012,11,0.306,Larvae
14-May-12,14-May-17,East,2012,East2012,12,0.25,Larvae
14-May-12,14-May-17,East,2012,East2012,13,0.333,Larvae
14-May-12,14-May-17,East,2012,East2012,14,0.445,Larvae
14-May-12,14-May-17,East,2012,East2012,15,0.055,Larvae
14-May-12,14-May-17,East,2012,East2012,16,0.306,Larvae
14-May-12,14-May-17,East,2012,East2012,17,0.036,Larvae
14-May-12,14-May-17,East,2012,East2012,18,0.043,Larvae
14-May-12,14-May-17,East,2012,East2012,19,0.193,Larvae
14-May-12,14-May-17,East,2012,East2012,20,0.436,Larvae
14-May-12,14-May-17,East,2012,East2012,21,0.581,Larvae
14-May-12,14-May-17,East,2012,East2012,22,0.178,Larvae
14-May-12,14-May-17,East,2012,East2012,23,0.492,Larvae
14-May-12,14-May-17,East,2012,East2012,24,0.04,Larvae
14-May-12,14-May-17,East,2012,East2012,25,0.263,Larvae
14-May-12,14-May-17,East,2012,East2012,26,0.161,Larvae
14-May-12,14-May-17,East,2012,East2012,27,0.057,Larvae
14-May-12,14-May-17,East,2012,East2012,28,0.224,Larvae
14-May-12,14-May-17,East,2012,East2012,29,0.202,Larvae
14-May-12,14-May-17,East,2012,East2012,30,0.206,Larvae
14-May-12,14-May-17,East,2012,East2012,31,0.512,Larvae
14-May-12,14-May-17,East,2012,East2012,32,0.151,Larvae
14-May-12,14-May-17,East,2012,East2012,33,0.44,Larvae
14-May-12,14-May-17,East,2012,East2012,34,0.313,Larvae
14-May-12,14-May-17,East,2012,East2012,35,0.215,Larvae
14-May-12,14-May-17,East,2012,East2012,36,0.353,Larvae
14-May-12,14-May-17,East,2012,East2012,37,0.214,Larvae
14-May-12,14-May-17,East,2012,East2012,38,0.438,Larvae
14-May-12,14-May-17,East,2012,East2012,39,0.168,Larvae
14-May-12,14-May-17,East,2012,East2012,40,0.268,Larvae
14-May-12,14-May-17,East,2012,East2012,41,0.051,Larvae
14-May-12,14-May-17,East,2012,East2012,42,0.269,Larvae
14-May-12,14-May-17,East,2012,East2012,43,0.603,Larvae
14-May-12,14-May-17,East,2012,East2012,44,0.16,Larvae
14-May-12,14-May-17,East,2012,East2012,45,0.466,Larvae
14-May-12,14-May-17,East,2012,East2012,46,0.052,Larvae
14-May-12,14-May-17,East,2012,East2012,47,0.469,Larvae
14-May-12,14-May-17,East,2012,East2012,48,0.264,Larvae
14-May-12,14-May-17,East,2012,East2012,49,0.044,Larvae
14-May-12,14-May-17,East,2012,East2012,50,0.488,Larvae
21-May-12,21-May-17,East,2012,East2012,1,0.202,Larvae
21-May-12,21-May-17,East,2012,East2012,2,0.168,Larvae
21-May-12,21-May-17,East,2012,East2012,3,0.155,Larvae
21-May-12,21-May-17,East,2012,East2012,4,0.266,Larvae
21-May-12,21-May-17,East,2012,East2012,5,0.817,Larvae
21-May-12,21-May-17,East,2012,East2012,6,0.786,Larvae
21-May-12,21-May-17,East,2012,East2012,7,0.153,Larvae
21-May-12,21-May-17,East,2012,East2012,8,0.276,Larvae
21-May-12,21-May-17,East,2012,East2012,9,1.368,Larvae
21-May-12,21-May-17,East,2012,East2012,10,0.249,Larvae
21-May-12,21-May-17,East,2012,East2012,11,0.708,Larvae
21-May-12,21-May-17,East,2012,East2012,12,0.458,Larvae
21-May-12,21-May-17,East,2012,East2012,13,0.261,Larvae
21-May-12,21-May-17,East,2012,East2012,14,0.572,Larvae
21-May-12,21-May-17,East,2012,East2012,15,0.618,Larvae
21-May-12,21-May-17,East,2012,East2012,16,0.21,Larvae
21-May-12,21-May-17,East,2012,East2012,17,0.957,Larvae
21-May-12,21-May-17,East,2012,East2012,18,1.407,Larvae
21-May-12,21-May-17,East,2012,East2012,19,0.215,Larvae
21-May-12,21-May-17,East,2012,East2012,20,0.642,Larvae
21-May-12,21-May-17,East,2012,East2012,21,0.82,Larvae
21-May-12,21-May-17,East,2012,East2012,22,0.308,Larvae
21-May-12,21-May-17,East,2012,East2012,23,0.312,Larvae
21-May-12,21-May-17,East,2012,East2012,24,0.15,Larvae
21-May-12,21-May-17,East,2012,East2012,25,0.454,Larvae
21-May-12,21-May-17,East,2012,East2012,26,0.166,Larvae
21-May-12,21-May-17,East,2012,East2012,27,1.512,Larvae
21-May-12,21-May-17,East,2012,East2012,28,1.263,Larvae
21-May-12,21-May-17,East,2012,East2012,29,1.183,Larvae
21-May-12,21-May-17,East,2012,East2012,30,0.087,Larvae
21-May-12,21-May-17,East,2012,East2012,31,0.97,Larvae
21-May-12,21-May-17,East,2012,East2012,32,0.132,Larvae
21-May-12,21-May-17,East,2012,East2012,33,0.323,Larvae
21-May-12,21-May-17,East,2012,East2012,34,1.329,Larvae
21-May-12,21-May-17,East,2012,East2012,35,0.382,Larvae
21-May-12,21-May-17,East,2012,East2012,36,0.906,Larvae
21-May-12,21-May-17,East,2012,East2012,37,0.974,Larvae
21-May-12,21-May-17,East,2012,East2012,38,0.905,Larvae
21-May-12,21-May-17,East,2012,East2012,39,1.653,Larvae
1-May-16,1-May-17,East,2016,East2016,1,0.07,Larvae
1-May-16,1-May-17,East,2016,East2016,2,0.12,Larvae
1-May-16,1-May-17,East,2016,East2016,3,0.02,Larvae
1-May-16,1-May-17,East,2016,East2016,4,0.04,Larvae
1-May-16,1-May-17,East,2016,East2016,5,0.05,Larvae
1-May-16,1-May-17,East,2016,East2016,6,0.02,Larvae
1-May-16,1-May-17,East,2016,East2016,7,0.03,Larvae
1-May-16,1-May-17,East,2016,East2016,8,0.12,Larvae
1-May-16,1-May-17,East,2016,East2016,9,0.09,Larvae
1-May-16,1-May-17,East,2016,East2016,10,0.05,Larvae
1-May-16,1-May-17,East,2016,East2016,11,0.06,Larvae
1-May-16,1-May-17,East,2016,East2016,12,0.03,Larvae
1-May-16,1-May-17,East,2016,East2016,13,0.08,Larvae
1-May-16,1-May-17,East,2016,East2016,14,0.02,Larvae
1-May-16,1-May-17,East,2016,East2016,15,0.01,Larvae
1-May-16,1-May-17,East,2016,East2016,16,0.05,Larvae
1-May-16,1-May-17,East,2016,East2016,17,0.02,Larvae
1-May-16,1-May-17,East,2016,East2016,18,0.12,Larvae
1-May-16,1-May-17,East,2016,East2016,19,0.02,Larvae
17-May-17,17-May-17,East,2017,East2017,1,0.01,Larvae
17-May-17,17-May-17,East,2017,East2017,1,0.23,Larvae
17-May-17,17-May-17,East,2017,East2017,2,0.05,Larvae
17-May-17,17-May-17,East,2017,East2017,3,0.15,Larvae
17-May-17,17-May-17,East,2017,East2017,3,0.35,Larvae
17-May-17,17-May-17,East,2017,East2017,4,0.13,Larvae
17-May-17,17-May-17,East,2017,East2017,4,0.33,Larvae
17-May-17,17-May-17,East,2017,East2017,5,0.07,Larvae
17-May-17,17-May-17,East,2017,East2017,5,0.08,Larvae
17-May-17,17-May-17,East,2017,East2017,6,0.29,Larvae
17-May-17,17-May-17,East,2017,East2017,6,0.51,Larvae
17-May-17,17-May-17,East,2017,East2017,7,0.08,Larvae
17-May-17,17-May-17,East,2017,East2017,7,0.37,Larvae
17-May-17,17-May-17,East,2017,East2017,8,0.03,Larvae
17-May-17,17-May-17,East,2017,East2017,8,0.15,Larvae
17-May-17,17-May-17,East,2017,East2017,9,0.05,Larvae
17-May-17,17-May-17,East,2017,East2017,10,0.12,Larvae
17-May-17,17-May-17,East,2017,East2017,10,0.38,Larvae
17-May-17,17-May-17,East,2017,East2017,11,0.1,Larvae
17-May-17,17-May-17,East,2017,East2017,11,0.31,Larvae
17-May-17,17-May-17,East,2017,East2017,12,0.03,Larvae
17-May-17,17-May-17,East,2017,East2017,12,0.07,Larvae
17-May-17,17-May-17,East,2017,East2017,13,0.35,Larvae
17-May-17,17-May-17,East,2017,East2017,14,0.01,Larvae
17-May-17,17-May-17,East,2017,East2017,16,0.02,Larvae
17-May-17,17-May-17,East,2017,East2017,17,0.3,Larvae
17-May-17,17-May-17,East,2017,East2017,18,0.05,Larvae
25-May-17,25-May-17,East,2017,East2017,1,0.13,Larvae
25-May-17,25-May-17,East,2017,East2017,1,0.24,Larvae
25-May-17,25-May-17,East,2017,East2017,2,0.1,Larvae
25-May-17,25-May-17,East,2017,East2017,2,0.17,Larvae
25-May-17,25-May-17,East,2017,East2017,3,0.09,Larvae
25-May-17,25-May-17,East,2017,East2017,3,0.1,Larvae
25-May-17,25-May-17,East,2017,East2017,4,0.03,Larvae
25-May-17,25-May-17,East,2017,East2017,4,0.22,Larvae
25-May-17,25-May-17,East,2017,East2017,5,0.42,Larvae
25-May-17,25-May-17,East,2017,East2017,5,0.96,Larvae
25-May-17,25-May-17,East,2017,East2017,6,0.15,Larvae
25-May-17,25-May-17,East,2017,East2017,6,0.17,Larvae
25-May-17,25-May-17,East,2017,East2017,7,0.25,Larvae
25-May-17,25-May-17,East,2017,East2017,7,1.17,Larvae
25-May-17,25-May-17,East,2017,East2017,8,0.16,Larvae
25-May-17,25-May-17,East,2017,East2017,8,0.3,Larvae
25-May-17,25-May-17,East,2017,East2017,9,0.75,Larvae
25-May-17,25-May-17,East,2017,East2017,9,1.12,Larvae
25-May-17,25-May-17,East,2017,East2017,10,0.21,Larvae
25-May-17,25-May-17,East,2017,East2017,10,0.65,Larvae
25-May-17,25-May-17,East,2017,East2017,11,0.37,Larvae
25-May-17,25-May-17,East,2017,East2017,11,0.83,Larvae
25-May-17,25-May-17,East,2017,East2017,12,0.57,Larvae
25-May-17,25-May-17,East,2017,East2017,12,0.95,Larvae
25-May-17,25-May-17,East,2017,East2017,13,0.07,Larvae
25-May-17,25-May-17,East,2017,East2017,13,0.43,Larvae
25-May-17,25-May-17,East,2017,East2017,14,0.13,Larvae
25-May-17,25-May-17,East,2017,East2017,14,0.31,Larvae
25-May-17,25-May-17,East,2017,East2017,15,0.12,Larvae
25-May-17,25-May-17,East,2017,East2017,15,0.83,Larvae
25-May-17,25-May-17,East,2017,East2017,16,0.72,Larvae
25-May-17,25-May-17,East,2017,East2017,17,0.68,Larvae
25-May-17,25-May-17,East,2017,East2017,18,0.12,Larvae
1-Jun-17,1-Jun-17,East,2017,East2017,1,1.1,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,2,1.04,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,3,1.44,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,4,0.75,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,5,0.85,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,6,1.05,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,7,1.14,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,8,1.1,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,9,1.18,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,10,0.96,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,11,1.03,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,12,0.89,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,13,0.9,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,14,1.07,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,15,0.97,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,16,1.21,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,17,0.96,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,18,0.97,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,19,0.95,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,20,0.96,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,21,0.97,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,22,0.95,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,23,0.9,Pupae
1-Jun-17,1-Jun-17,East,2017,East2017,24,0.85,Pupae
5-Jun-17,5-Jun-17,East,2017,East2017,1,1.81,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,2,1.33,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,3,1.11,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,4,0.87,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,5,0.72,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,6,1.22,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,7,1.15,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,8,0.93,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,9,1.14,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,10,1.26,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,11,1.45,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,12,1.06,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,13,1.19,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,14,1.13,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,15,1.34,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,16,1.04,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,17,1.46,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,18,1.17,Larvae
5-Jun-17,5-Jun-17,East,2017,East2017,19,1.52,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,1,0.05,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,1,0.06,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,2,0.09,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,2,0.16,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,3,0.02,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,3,0.08,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,4,0.03,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,4,0.2,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,5,0.06,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,5,0.29,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,6,0.01,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,6,0.15,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,7,0.1,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,7,0.12,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,8,0.04,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,8,0.09,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,9,0.09,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,9,0.17,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,10,0.03,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,10,0.15,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,11,0.06,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,11,0.09,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,12,0.1,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,12,0.15,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,13,0.05,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,13,0.11,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,14,0.05,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,14,0.12,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,15,0.01,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,15,0.14,Larvae
