Date,Day,Site,Year,SiteYear,Sample,Mass,Stage
18-May-17,18-May-17,Experiment,2017,Experiment2017,16,0.01,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,17,0.02,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,17,0.09,Larvae
18-May-17,18-May-17,Experiment,2017,Experiment2017,18,0.05,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,1,0.167,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,2,0.135,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,3,0.189,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,4,0.135,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,5,0.146,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,6,0.168,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,7,0.117,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,8,0.1,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,9,0.154,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,10,0.137,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,11,0.158,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,12,0.128,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,13,0.058,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,14,0.19,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,15,0.084,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,16,0.099,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,17,0.171,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,18,0.024,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,19,0.112,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,20,0.185,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,21,0.039,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,22,0.129,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,23,0.209,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,24,0.116,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,25,0.197,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,26,0.139,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,27,0.143,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,28,0.041,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,29,0.072,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,30,0.123,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,31,0.229,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,32,0.087,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,33,0.162,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,34,0.093,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,35,0.133,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,36,0.218,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,37,0.148,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,38,0.169,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,39,0.105,Larvae
23-May-11,23-May-17,Ice,2011,Ice2011,40,0.105,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,1,0.774,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,2,0.883,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,3,0.609,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,4,0.759,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,5,0.854,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,6,0.546,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,7,0.416,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,8,0.861,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,9,0.991,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,10,0.583,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,11,0.569,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,12,0.197,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,13,0.508,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,14,1.035,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,15,0.469,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,16,1.146,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,17,1.009,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,18,0.774,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,19,1.521,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,20,0.475,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,21,0.983,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,22,1.087,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,23,0.131,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,24,0.608,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,25,1.388,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,26,1.132,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,27,0.384,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,28,0.756,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,29,0.358,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,30,0.772,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,31,0.823,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,32,1.248,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,33,1.113,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,34,0.925,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,35,0.962,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,36,0.968,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,37,0.62,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,38,1.566,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,39,0.748,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,40,0.726,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,41,1.211,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,42,0.931,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,43,0.756,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,44,0.771,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,45,0.691,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,46,0.763,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,47,1.255,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,48,1.301,Larvae
5-Jun-11,5-Jun-17,Ice,2011,Ice2011,49,1.145,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,1,0.068,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,2,0.075,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,3,0.083,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,4,0.09,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,5,0.106,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,6,0.122,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,7,0.002,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,8,0.141,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,9,0.053,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,10,0.167,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,11,0.067,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,12,0.203,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,13,0.102,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,14,0.155,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,15,0.015,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,16,0.104,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,17,0.124,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,18,0.111,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,19,0.138,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,20,0.062,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,21,0.134,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,22,0.102,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,23,0.106,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,24,0.083,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,25,0.174,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,26,0.059,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,27,0.119,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,28,0.029,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,29,0.224,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,30,0.163,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,31,0.088,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,32,0.171,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,33,0.177,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,34,0.131,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,35,0.13,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,36,0.086,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,37,0.213,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,38,0.086,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,39,0.096,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,40,0.147,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,41,0.146,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,42,0.156,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,43,0.111,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,44,0.124,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,45,0.136,Larvae
8-May-12,8-May-17,Ice,2012,Ice2012,46,0.104,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,1,0.259,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,2,0.197,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,3,0.188,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,4,0.173,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,5,0.39,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,6,0.371,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,7,0.308,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,8,0.311,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,9,0.454,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,10,0.18,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,11,0.226,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,12,0.37,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,13,0.464,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,14,0.316,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,15,0.39,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,16,0.358,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,17,0.093,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,18,0.193,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,19,0.213,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,20,0.188,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,21,0.328,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,22,0.236,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,23,0.306,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,24,0.23,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,25,0.204,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,26,0.344,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,27,0.23,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,28,0.315,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,29,0.362,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,30,0.335,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,31,0.064,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,32,0.229,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,33,0.404,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,34,0.209,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,35,0.185,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,36,0.375,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,37,0.17,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,38,0.308,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,39,0.218,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,40,0.37,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,41,0.208,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,42,0.11,Larvae
14-May-12,14-May-17,Ice,2012,Ice2012,43,0.391,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,1,0.906,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,2,0.928,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,3,0.965,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,4,0.983,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,5,0.988,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,6,1.006,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,7,1.018,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,8,1.065,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,9,1.093,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,10,1.103,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,11,1.117,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,12,1.301,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,13,1.336,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,14,0.169,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,14,1.361,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,15,0.208,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,15,1.461,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,16,0.225,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,17,0.239,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,18,0.251,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,19,0.273,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,20,0.278,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,21,0.309,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,22,0.31,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,23,0.324,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,24,0.325,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,25,0.327,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,26,0.336,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,27,0.468,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,28,0.488,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,29,0.515,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,30,0.524,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,31,0.549,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,32,0.609,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,33,0.638,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,34,0.643,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,35,0.651,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,36,0.653,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,37,0.656,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,38,0.723,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,39,0.73,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,40,0.742,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,41,0.798,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,42,0.864,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,43,0.879,Larvae
21-May-12,21-May-17,Ice,2012,Ice2012,44,0.886,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,1,0.2,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,2,0.25,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,3,0.27,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,4,0.22,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,5,0.24,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,6,0.25,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,7,0.28,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,8,0.23,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,9,0.24,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,10,0.22,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,11,0.27,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,12,0.15,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,13,0.2,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,14,0.22,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,15,0.2,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,16,0.27,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,17,0.17,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,18,0.21,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,19,0.19,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,20,0.16,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,21,0.21,Larvae
1-May-16,1-May-17,Ice,2016,Ice2016,22,0.21,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,1,0.1,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,1,0.13,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,2,0.25,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,2,0.25,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,3,0.13,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,3,0.3,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,4,0.09,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,4,0.17,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,5,0.15,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,5,0.2,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,6,0.12,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,6,0.29,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,7,0.04,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,7,0.16,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,8,0.1,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,8,0.2,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,9,0.22,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,9,0.29,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,10,0.14,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,10,0.23,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,11,0.17,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,11,0.32,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,12,0.03,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,12,0.19,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,13,0.13,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,13,0.17,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,14,0.04,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,14,0.21,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,15,0.15,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,15,0.24,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,16,0.12,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,16,0.24,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,17,0.05,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,17,0.06,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,18,0.1,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,18,0.12,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,19,0.11,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,19,0.17,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,20,0.08,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,20,0.22,Larvae
17-May-17,17-May-17,Ice,2017,Ice2017,21,0.23,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,1,0.56,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,1,0.68,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,2,0.69,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,2,1.2,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,3,1.22,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,3,1.22,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,4,1.21,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,4,1.68,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,5,0.53,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,5,1.72,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,6,0.4,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,6,1.12,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,7,0.73,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,7,1.24,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,8,1.24,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,8,1.88,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,9,0.72,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,9,1.03,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,10,0.52,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,10,1.15,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,11,1.05,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,11,1.07,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,12,0.9,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,12,1.46,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,13,0.45,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,13,0.85,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,14,0.86,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,14,1.63,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,15,0.63,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,15,0.88,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,16,0.54,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,16,0.6,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,17,0.95,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,17,1.05,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,18,0.55,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,18,1.63,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,19,1.32,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,20,1.13,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,21,0.69,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,22,0.84,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,23,0.99,Larvae
29-May-17,29-May-17,Ice,2017,Ice2017,24,1.42,Larvae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,1,1.5,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,1,1.64,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,2,1.45,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,2,1.82,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,3,1.62,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,3,1.69,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,4,1.44,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,4,1.8,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,5,0.4,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,5,1.51,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,6,0.58,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,6,2.06,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,7,1.07,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,7,1.8,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,8,1.37,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,8,1.55,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,9,1.33,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,9,1.45,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,10,1.38,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,10,1.56,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,11,1.55,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,11,1.79,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,12,1.41,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,12,1.89,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,13,1.4,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,13,1.57,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,14,0.95,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,14,1.54,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,15,0.46,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,15,1.7,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,16,1.32,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,16,1.36,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,17,1.42,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,17,1.5,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,18,1.8,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,18,2.14,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,19,1.24,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,19,1.83,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,20,1.73,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,20,1.78,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,21,1.23,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,21,1.54,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,22,1.5,Pupae
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,22,2.12,Pupae
