Year,Date,Time,DateTime,Airport,Experiment,Ice,Oil,Vulgaris,VulgarisRoad,Black,East
2011,5/24/2011,1:00,5/24/2011 1:00,-1,,1.5,,2,,0.5,3.5
2011,5/24/2011,2:00,5/24/2011 2:00,-3,,1,,1.5,,0.5,2.5
2011,5/24/2011,3:00,5/24/2011 3:00,-3,,1,,1,,0.5,2
2011,5/24/2011,4:00,5/24/2011 4:00,-4,,0.5,,1,,0,1.5
2011,5/24/2011,5:00,5/24/2011 5:00,-4,,0.5,,0.5,,0,1.5
2011,5/24/2011,6:00,5/24/2011 6:00,-2,,0.5,,1,,0.5,1.5
2011,5/24/2011,7:00,5/24/2011 7:00,-1,,1,,1.5,,1,2
2011,5/24/2011,8:00,5/24/2011 8:00,0,,1.5,,2.5,,1,2.5
2011,5/24/2011,9:00,5/24/2011 9:00,1,,3,,3.5,,2.5,3.5
2011,5/24/2011,10:00,5/24/2011 10:00,2,,4,,4.5,,3.5,4.5
2011,5/24/2011,11:00,5/24/2011 11:00,2,,4.5,,5.5,,4.5,5.5
2011,5/24/2011,12:00,5/24/2011 12:00,3,,5.5,,8.5,,6.5,7.5
2011,5/24/2011,13:00,5/24/2011 13:00,4,,8.5,,11.5,,7.5,9.5
2011,5/24/2011,14:00,5/24/2011 14:00,5,,11,,14,,8.5,10.5
2011,5/24/2011,15:00,5/24/2011 15:00,5,,13,,15.5,,10,11.5
2011,5/24/2011,16:00,5/24/2011 16:00,6,,14,,16.5,,10.5,12
2011,5/24/2011,17:00,5/24/2011 17:00,6,,14,,16.5,,10,12.5
2011,5/24/2011,18:00,5/24/2011 18:00,6,,13.5,,15.5,,6,12
2011,5/24/2011,19:00,5/24/2011 19:00,,,12.5,,13.5,,2.5,11
2011,5/24/2011,20:00,5/24/2011 20:00,6,,11,,11.5,,4.5,8.5
2011,5/24/2011,21:00,5/24/2011 21:00,4,,8,,9,,4,6.5
2011,5/24/2011,22:00,5/24/2011 22:00,3,,6,,6.5,,3,5
2011,5/24/2011,23:00,5/24/2011 23:00,2,,3.5,,5,,2.5,4.5
2011,5/25/2011,0:00,5/25/2011 0:00,1,,2.5,,4,,1.5,3.5
2011,5/25/2011,1:00,5/25/2011 1:00,0,,2,,3.5,,1,3
2011,5/25/2011,2:00,5/25/2011 2:00,-2,,1,,2.5,,0.5,2.5
2011,5/25/2011,3:00,5/25/2011 3:00,-2,,1,,2,,0.5,2
2011,5/25/2011,4:00,5/25/2011 4:00,-3,,0.5,,2,,0.5,1.5
2011,5/25/2011,5:00,5/25/2011 5:00,-4,,0.5,,1.5,,0.5,1.5
2011,5/25/2011,6:00,5/25/2011 6:00,-2,,0.5,,1.5,,0.5,1.5
2011,5/25/2011,7:00,5/25/2011 7:00,-1,,1,,2,,1,2
2011,5/25/2011,8:00,5/25/2011 8:00,0,,2,,2.5,,1.5,2.5
2011,5/25/2011,9:00,5/25/2011 9:00,2,,3,,3.5,,3,3.5
2011,5/25/2011,10:00,5/25/2011 10:00,3,,4,,4.5,,5.5,4.5
2011,5/25/2011,11:00,5/25/2011 11:00,4,,5,,6.5,,8,5.5
2011,5/25/2011,12:00,5/25/2011 12:00,6,,8.5,,10.5,,7.5,8
2011,5/25/2011,13:00,5/25/2011 13:00,7,,12,,13.5,,8,10
2011,5/25/2011,14:00,5/25/2011 14:00,7,,14,,16,,8.5,11
2011,5/25/2011,15:00,5/25/2011 15:00,8,,15.5,,18,,8.5,12
2011,5/25/2011,16:00,5/25/2011 16:00,8,,16,,17.5,,9,12.5
2011,5/25/2011,17:00,5/25/2011 17:00,9,,16.5,,17,,9.5,13
2011,5/25/2011,18:00,5/25/2011 18:00,,,16,,16,,9.5,13
2011,5/25/2011,19:00,5/25/2011 19:00,8,,15,,14.5,,8.5,12
2011,5/25/2011,20:00,5/25/2011 20:00,7,,13,,12.5,,7.5,9.5
2011,5/25/2011,21:00,5/25/2011 21:00,6,,10,,10.5,,7,7.5
2011,5/25/2011,22:00,5/25/2011 22:00,5,,7.5,,8.5,,6,6
2011,5/25/2011,23:00,5/25/2011 23:00,4,,5.5,,7,,5,5
2011,5/26/2011,0:00,5/26/2011 0:00,4,,4,,6,,5,4.5
2011,5/26/2011,1:00,5/26/2011 1:00,3,,3,,5,,4,4
2011,5/26/2011,2:00,5/26/2011 2:00,3,,3,,4.5,,3.5,3.5
2011,5/26/2011,3:00,5/26/2011 3:00,2,,2.5,,3.5,,3,3
2011,5/26/2011,4:00,5/26/2011 4:00,2,,3,,3,,2.5,2.5
2011,5/26/2011,5:00,5/26/2011 5:00,2,,3,,3,,2.5,2
2011,5/26/2011,6:00,5/26/2011 6:00,2,,1,,2.5,,3.5,2
2011,5/26/2011,7:00,5/26/2011 7:00,2,,3,,3,,4,2.5
2011,5/26/2011,8:00,5/26/2011 8:00,3,,3,,3.5,,5,3
2011,5/26/2011,9:00,5/26/2011 9:00,3,,4,,4.5,,5.5,3.5
2011,5/26/2011,10:00,5/26/2011 10:00,3,,5,,5,,6,4
2011,5/26/2011,11:00,5/26/2011 11:00,4,,6,,6,,8,5.5
2011,5/26/2011,12:00,5/26/2011 12:00,5,,8,,8.5,,9,7
2011,5/26/2011,13:00,5/26/2011 13:00,6,,10.5,,11,,10.5,8.5
2011,5/26/2011,14:00,5/26/2011 14:00,7,,12.5,,14,,11.5,10
2011,5/26/2011,15:00,5/26/2011 15:00,8,,15,,15.5,,12.5,11.5
2011,5/26/2011,16:00,5/26/2011 16:00,8,,15.5,,17,,12,12
2011,5/26/2011,17:00,5/26/2011 17:00,8,,15,,16.5,,11.5,11.5
2011,5/26/2011,18:00,5/26/2011 18:00,8,,13.5,,14.5,,10,12
2011,5/26/2011,19:00,5/26/2011 19:00,6,,11.5,,12.5,,9,11
2011,5/26/2011,20:00,5/26/2011 20:00,5,,9,,10.5,,8.5,8.5
2011,5/26/2011,21:00,5/26/2011 21:00,4,,6,,8,,7.5,6.5
2011,5/26/2011,22:00,5/26/2011 22:00,2,,4,,5.5,,6,5
2011,5/26/2011,23:00,5/26/2011 23:00,1,,2,,4.5,,4.5,4.5
2011,5/27/2011,0:00,5/27/2011 0:00,1,,1.5,,4,,4.5,4
2011,5/27/2011,1:00,5/27/2011 1:00,1,,0.5,,3,,3.5,3
2011,5/27/2011,2:00,5/27/2011 2:00,0,,0,,2,,4,2.5
2011,5/27/2011,3:00,5/27/2011 3:00,0,,-0.5,,2,,3.5,2
2011,5/27/2011,4:00,5/27/2011 4:00,0,,0,,1.5,,3.5,2
2011,5/27/2011,5:00,5/27/2011 5:00,0,,0,,1.5,,3.5,1.5
2011,5/27/2011,6:00,5/27/2011 6:00,0,,0,,1,,3,1.5
2011,5/27/2011,7:00,5/27/2011 7:00,1,,0,,1.5,,3,1.5
2011,5/27/2011,8:00,5/27/2011 8:00,1,,0.5,,1.5,,3,2
2011,5/27/2011,9:00,5/27/2011 9:00,2,,1,,2,,4,2.5
2011,5/27/2011,10:00,5/27/2011 10:00,1,,1.5,,2.5,,5,3.5
2011,5/27/2011,11:00,5/27/2011 11:00,2,,2,,3.5,,5.5,4
2011,5/27/2011,12:00,5/27/2011 12:00,1,,3,,4.5,,7,4.5
2011,5/27/2011,13:00,5/27/2011 13:00,2,,4.5,,5.5,,7.5,5.5
2011,5/27/2011,14:00,5/27/2011 14:00,4,,5.5,,7,,9,8
2011,5/27/2011,15:00,5/27/2011 15:00,4,,6.5,,9.5,,9,9.5
2011,5/27/2011,16:00,5/27/2011 16:00,4,,7.5,,10,,8.5,9.5
2011,5/27/2011,17:00,5/27/2011 17:00,4,,8.5,,9.5,,9,10
2011,5/27/2011,18:00,5/27/2011 18:00,3,,8.5,,8.5,,7.5,10
2011,5/27/2011,19:00,5/27/2011 19:00,2,,7,,7,,7,10
2011,5/27/2011,20:00,5/27/2011 20:00,3,,5,,5,,6,8
2011,5/27/2011,21:00,5/27/2011 21:00,2,,4,,4,,5.5,6.5
2011,5/27/2011,22:00,5/27/2011 22:00,2,,2.5,,3.5,,4.5,5
2011,5/27/2011,23:00,5/27/2011 23:00,1,,1.5,,3,,3.5,4.5
2011,5/28/2011,0:00,5/28/2011 0:00,1,,1,,2.5,,3,4
2011,5/28/2011,1:00,5/28/2011 1:00,0,,0,,2,,2.5,3.5
2011,5/28/2011,2:00,5/28/2011 2:00,0,,-0.5,,1.5,,2,3
2011,5/28/2011,3:00,5/28/2011 3:00,0,,-0.5,,1,,2,2.5
2011,5/28/2011,4:00,5/28/2011 4:00,0,,-0.5,,1,,1.5,2
2011,5/28/2011,5:00,5/28/2011 5:00,0,,-0.5,,0.5,,2,2
2011,5/28/2011,6:00,5/28/2011 6:00,0,,0,,1,,2,1.5
2011,5/28/2011,7:00,5/28/2011 7:00,0,,0,,1.5,,2.5,2
2011,5/28/2011,8:00,5/28/2011 8:00,,,1,,2,,3,2.5
2011,5/28/2011,9:00,5/28/2011 9:00,1,,2,,3,,4,3
2011,5/28/2011,10:00,5/28/2011 10:00,2,,3.5,,4.5,,5,3.5
2011,5/28/2011,11:00,5/28/2011 11:00,2,,5.5,,6.5,,6,4.5
2011,5/28/2011,12:00,5/28/2011 12:00,3,,9,,8.5,,7,6
2011,5/28/2011,13:00,5/28/2011 13:00,3,,11.5,,10.5,,7,8
2011,5/28/2011,14:00,5/28/2011 14:00,,,13,,11.5,,6,8
2011,5/28/2011,15:00,5/28/2011 15:00,4,,13,,12,,6.5,8
2011,5/28/2011,16:00,5/28/2011 16:00,3,,12.5,,12.5,,6.5,8
2011,5/28/2011,17:00,5/28/2011 17:00,3,,12,,11.5,,6.5,7
2011,5/28/2011,18:00,5/28/2011 18:00,5,,11,,10.5,,7.5,8
2011,5/28/2011,19:00,5/28/2011 19:00,3,,10,,9.5,,6.5,7.5
2011,5/28/2011,20:00,5/28/2011 20:00,3,,8,,7.5,,5.5,6.5
2011,5/28/2011,21:00,5/28/2011 21:00,2,,5,,5.5,,5,5
2011,5/28/2011,22:00,5/28/2011 22:00,2,,2.5,,4,,4,4.5
2011,5/28/2011,23:00,5/28/2011 23:00,2,,0.5,,3,,3,4
2011,5/29/2011,0:00,5/29/2011 0:00,0,,0.5,,2,,2,3.5
2011,5/29/2011,1:00,5/29/2011 1:00,0,,0,,1.5,,2,3
2011,5/29/2011,2:00,5/29/2011 2:00,0,,0,,1,,2,2.5
2011,5/29/2011,3:00,5/29/2011 3:00,0,,0,,1,,2,2
2011,5/29/2011,4:00,5/29/2011 4:00,0,,-0.5,,0.5,,1.5,1.5
2011,5/29/2011,5:00,5/29/2011 5:00,0,,-0.5,,0.5,,1.5,1.5
2011,5/29/2011,6:00,5/29/2011 6:00,,,0,,0.5,,1.5,1.5
2011,5/29/2011,7:00,5/29/2011 7:00,1,,0,,1,,2,1.5
2011,5/29/2011,8:00,5/29/2011 8:00,1,,0.5,,1.5,,2.5,1.5
2011,5/29/2011,9:00,5/29/2011 9:00,1,,0.5,,2,,3,2.5
2011,5/29/2011,10:00,5/29/2011 10:00,2,,1,,2,,4,3
2011,5/29/2011,11:00,5/29/2011 11:00,2,,1.5,,3.5,,4.5,4.5
2011,5/29/2011,12:00,5/29/2011 12:00,2,,3,,5.5,,6,6
2011,5/29/2011,13:00,5/29/2011 13:00,4,,8,,7.5,,6.5,7
2011,5/29/2011,14:00,5/29/2011 14:00,4,,11,,12,,8.5,8
2011,5/29/2011,15:00,5/29/2011 15:00,5,,13,,14.5,,10,9
2011,5/29/2011,16:00,5/29/2011 16:00,5,,13.5,,14,,10.5,9.5
2011,5/29/2011,17:00,5/29/2011 17:00,5,,12.5,,14,,8,9.5
2011,5/29/2011,18:00,5/29/2011 18:00,5,,13.5,,11.5,,7.5,8.5
2011,5/29/2011,19:00,5/29/2011 19:00,5,,10,,9.5,,7,8
2011,5/29/2011,20:00,5/29/2011 20:00,4,,8,,7.5,,5.5,7
2011,5/29/2011,21:00,5/29/2011 21:00,4,,6,,6.5,,4.5,6
2011,5/29/2011,22:00,5/29/2011 22:00,3,,3.5,,5,,4,5
2011,5/29/2011,23:00,5/29/2011 23:00,3,,1.5,,3.5,,3.5,4
2011,5/30/2011,0:00,5/30/2011 0:00,2,,0.5,,2.5,,2.5,3.5
2011,5/30/2011,1:00,5/30/2011 1:00,1,,0,,1.5,,2,3
2011,5/30/2011,2:00,5/30/2011 2:00,1,,-0.5,,1,,1.5,2.5
2011,5/30/2011,3:00,5/30/2011 3:00,0,,-0.5,,1,,1,2
2011,5/30/2011,4:00,5/30/2011 4:00,0,,-1,,0.5,,1,2
2011,5/30/2011,5:00,5/30/2011 5:00,0,,-0.5,,0.5,,1,1.5
2011,5/30/2011,6:00,5/30/2011 6:00,0,,-0.5,,1,,1,1.5
2011,5/30/2011,7:00,5/30/2011 7:00,1,,0,,1,,1.5,2
2011,5/30/2011,8:00,5/30/2011 8:00,2,,1,,2,,3,2.5
2011,5/30/2011,9:00,5/30/2011 9:00,2,,1.5,,2.5,,5.5,4.5
2011,5/30/2011,10:00,5/30/2011 10:00,3,,3,,4.5,,8.5,6
2011,5/30/2011,11:00,5/30/2011 11:00,5,,7,,9.5,,10,8
2011,5/30/2011,12:00,5/30/2011 12:00,5,,10.5,,12.5,,11,10
2011,5/30/2011,13:00,5/30/2011 13:00,7,,13,,14,,10,12
2011,5/30/2011,14:00,5/30/2011 14:00,5,,14.5,,14.5,,9,11
2011,5/30/2011,15:00,5/30/2011 15:00,5,,15.5,,15,,9,10
2011,5/30/2011,16:00,5/30/2011 16:00,5,,15.5,,12.5,,8.5,9.5
2011,5/30/2011,17:00,5/30/2011 17:00,5,,14.5,,10.5,,7.5,9
2011,5/30/2011,18:00,5/30/2011 18:00,5,,13,,9.5,,7,8.5
2011,5/30/2011,19:00,5/30/2011 19:00,5,,11.5,,8.5,,6.5,7.5
2011,5/30/2011,20:00,5/30/2011 20:00,4,,10,,7.5,,6,7
2011,5/30/2011,21:00,5/30/2011 21:00,4,,8.5,,6,,5,6.5
2011,5/30/2011,22:00,5/30/2011 22:00,3,,7,,5,,4,5.5
2011,5/30/2011,23:00,5/30/2011 23:00,3,,5.5,,4,,3.5,4.5
2011,5/31/2011,0:00,5/31/2011 0:00,3,,4.5,,3,,3,4.5
2011,5/31/2011,1:00,5/31/2011 1:00,2,,4,,2,,2,4
2011,5/31/2011,2:00,5/31/2011 2:00,1,,3.5,,1.5,,2,3.5
2011,5/31/2011,3:00,5/31/2011 3:00,1,,3,,1.5,,1.5,3
2011,5/31/2011,4:00,5/31/2011 4:00,0,,2.5,,1,,1.5,2.5
2011,5/31/2011,5:00,5/31/2011 5:00,0,,2.5,,1,,1,2
2011,5/31/2011,6:00,5/31/2011 6:00,0,,2.5,,1,,1,2
2011,5/31/2011,7:00,5/31/2011 7:00,0,,3.5,,1.5,,1.5,2
2011,5/31/2011,8:00,5/31/2011 8:00,1,,4,,2.5,,2.5,3
2011,5/31/2011,9:00,5/31/2011 9:00,3,,4.5,,3,,6,4.5
2011,5/31/2011,10:00,5/31/2011 10:00,3,,6,,6.5,,8,6
2011,5/31/2011,11:00,5/31/2011 11:00,5,,8,,8.5,,10,8.5
2011,5/31/2011,12:00,5/31/2011 12:00,5,,11,,10,,11.5,10
2011,5/31/2011,13:00,5/31/2011 13:00,5,,12,,11.5,,10.5,10
2011,5/31/2011,14:00,5/31/2011 14:00,5,,12.5,,11,,9,10
2011,5/31/2011,15:00,5/31/2011 15:00,5,,13,,10.5,,8,9.5
2011,5/31/2011,16:00,5/31/2011 16:00,5,,13.5,,10.5,,7,9
2011,5/31/2011,17:00,5/31/2011 17:00,4,,14,,10,,6.5,8.5
2011,5/31/2011,18:00,5/31/2011 18:00,4,,13,,9.5,,6,7.5
2011,5/31/2011,19:00,5/31/2011 19:00,4,,11.5,,8,,6.5,8
2011,5/31/2011,20:00,5/31/2011 20:00,3,,9.5,,7,,6,7
2011,5/31/2011,21:00,5/31/2011 21:00,4,,8,,5.5,,5,6
2011,5/31/2011,22:00,5/31/2011 22:00,3,,6,,4,,4,5
2011,5/31/2011,23:00,5/31/2011 23:00,3,,5,,3,,3,4.5
2011,6/1/2011,0:00,6/1/2011 0:00,2,,4,,2.5,,2.5,4
2011,6/1/2011,1:00,6/1/2011 1:00,2,,3.5,,2,,2,3.5
2011,6/1/2011,2:00,6/1/2011 2:00,1,,2.5,,1.5,,2,3
2011,6/1/2011,3:00,6/1/2011 3:00,1,,2.5,,1,,2,2.5
2011,6/1/2011,4:00,6/1/2011 4:00,0,,2,,0.5,,1,2
2011,6/1/2011,5:00,6/1/2011 5:00,0,,2,,0.5,,1,2
2011,6/1/2011,6:00,6/1/2011 6:00,2,,2,,1,,1.5,2
2011,6/1/2011,7:00,6/1/2011 7:00,2,,2.5,,1.5,,2.5,2.5
2011,6/1/2011,8:00,6/1/2011 8:00,4,,3.5,,3,,4.5,3.5
2011,6/1/2011,9:00,6/1/2011 9:00,5,,4.5,,5,,6.5,5
2011,6/1/2011,10:00,6/1/2011 10:00,5,,7,,7.5,,8,7
2011,6/1/2011,11:00,6/1/2011 11:00,7,,9.5,,10.5,,8,8
2011,6/1/2011,12:00,6/1/2011 12:00,7,,11.5,,11,,8,9.5
2011,6/1/2011,13:00,6/1/2011 13:00,7,,13,,14,,9,10.5
2011,6/1/2011,14:00,6/1/2011 14:00,8,,13.5,,15,,10,12
2011,6/1/2011,15:00,6/1/2011 15:00,8,,14.5,,15.5,,12.5,12
2011,6/1/2011,16:00,6/1/2011 16:00,9,,14.5,,15,,12,12.5
2011,6/1/2011,17:00,6/1/2011 17:00,9,,13,,13.5,,12.5,13
2011,6/1/2011,18:00,6/1/2011 18:00,7,,11,,12.5,,9.5,13.5
2011,6/1/2011,19:00,6/1/2011 19:00,7,,9.5,,10.5,,10,13.5
2011,6/1/2011,20:00,6/1/2011 20:00,5,,7.5,,9,,9,11
2011,6/1/2011,21:00,6/1/2011 21:00,5,,6,,6.5,,8.5,8
2011,6/1/2011,22:00,6/1/2011 22:00,4,,4.5,,4.5,,7,6
2011,6/1/2011,23:00,6/1/2011 23:00,3,,3.5,,3,,6,5
2011,6/2/2011,0:00,6/2/2011 0:00,2,,3,,2,,5.5,3.5
2011,6/2/2011,1:00,6/2/2011 1:00,0,,2.5,,1.5,,5,2.5
2011,6/2/2011,2:00,6/2/2011 2:00,0,,2,,1,,4.5,2
2011,6/2/2011,3:00,6/2/2011 3:00,-1,,1.5,,1,,4,1.5
2011,6/2/2011,4:00,6/2/2011 4:00,-1,,1.5,,0.5,,3.5,1.5
2011,6/2/2011,5:00,6/2/2011 5:00,,,1.5,,0.5,,3.5,1.5
2011,6/2/2011,6:00,6/2/2011 6:00,1,,1.5,,1,,3.5,1.5
2011,6/2/2011,7:00,6/2/2011 7:00,3,,2.5,,1,,4.5,2
2011,6/2/2011,8:00,6/2/2011 8:00,4,,3,,1.5,,5,3
2011,6/2/2011,9:00,6/2/2011 9:00,6,,4,,2,,5.5,4.5
2011,6/2/2011,10:00,6/2/2011 10:00,6,,4.5,,3,,6,7
2011,6/2/2011,11:00,6/2/2011 11:00,8,,6,,6.5,,7.5,8.5
2011,6/2/2011,12:00,6/2/2011 12:00,5,,8.5,,8.5,,7,9.5
2011,6/2/2011,13:00,6/2/2011 13:00,6,,10,,9,,7.5,11
2011,6/2/2011,14:00,6/2/2011 14:00,6,,11,,9,,7,11.5
2011,6/2/2011,15:00,6/2/2011 15:00,7,,11,,10,,7,11.5
2011,6/2/2011,16:00,6/2/2011 16:00,6,,11,,9,,7.5,12
2011,6/2/2011,17:00,6/2/2011 17:00,8,,10.5,,8.5,,8,12.5
2011,6/2/2011,18:00,6/2/2011 18:00,8,,9,,7.5,,8,13
2011,6/2/2011,19:00,6/2/2011 19:00,8,,8.5,,7.5,,8,12.5
2011,6/2/2011,20:00,6/2/2011 20:00,,,7,,6.5,,8,10
2011,6/2/2011,21:00,6/2/2011 21:00,4,,6,,5.5,,7.5,8
2011,6/2/2011,22:00,6/2/2011 22:00,3,,5.5,,4.5,,6.5,6.5
2011,6/2/2011,23:00,6/2/2011 23:00,3,,4.5,,3,,5.5,5
2011,6/3/2011,0:00,6/3/2011 0:00,2,,4,,2,,4.5,4
2011,6/3/2011,1:00,6/3/2011 1:00,1,,3,,1,,4,3.5
2011,6/3/2011,2:00,6/3/2011 2:00,0,,2,,1,,3.5,3
2011,6/3/2011,3:00,6/3/2011 3:00,0,,1.5,,0.5,,3,2.5
2011,6/3/2011,4:00,6/3/2011 4:00,0,,1.5,,0.5,,3,2.5
2011,6/3/2011,5:00,6/3/2011 5:00,0,,1,,0.5,,3,2.5
2011,6/3/2011,6:00,6/3/2011 6:00,2,,1.5,,0.5,,3,2.5
2011,6/3/2011,7:00,6/3/2011 7:00,3,,2,,1,,3.5,3.5
2011,6/3/2011,8:00,6/3/2011 8:00,5,,3,,1.5,,4.5,5
2011,6/3/2011,9:00,6/3/2011 9:00,7,,5,,4.5,,6.5,7
2011,6/3/2011,10:00,6/3/2011 10:00,8,,7.5,,7.5,,7.5,10
2011,6/3/2011,11:00,6/3/2011 11:00,9,,10,,10,,7.5,12
2011,6/3/2011,12:00,6/3/2011 12:00,7,,12,,11.5,,8,14
2011,6/3/2011,13:00,6/3/2011 13:00,9,,14,,14,,8.5,15.5
2011,6/3/2011,14:00,6/3/2011 14:00,8,,13.5,,15.5,,9,16.5
2011,6/3/2011,15:00,6/3/2011 15:00,9,,13,,17,,9,15.5
2011,6/3/2011,16:00,6/3/2011 16:00,7,,13,,14,,8.5,14.5
2011,6/3/2011,17:00,6/3/2011 17:00,9,,11.5,,13.5,,9,15.5
2011,6/3/2011,18:00,6/3/2011 18:00,9,,11.5,,15,,9.5,14.5
2011,6/3/2011,19:00,6/3/2011 19:00,9,,10.5,,13,,9.5,14
2011,6/3/2011,20:00,6/3/2011 20:00,7,,9.5,,10,,9.5,12
2011,6/3/2011,21:00,6/3/2011 21:00,6,,7.5,,7.5,,8.5,10
2011,6/3/2011,22:00,6/3/2011 22:00,4,,5.5,,5.5,,7.5,8.5
2011,6/3/2011,23:00,6/3/2011 23:00,4,,4.5,,4.5,,6.5,7
2011,6/4/2011,0:00,6/4/2011 0:00,3,,4,,3.5,,5.5,5.5
2011,6/4/2011,1:00,6/4/2011 1:00,3,,3.5,,3,,4.5,4.5
2011,6/4/2011,2:00,6/4/2011 2:00,3,,3,,3,,5,4.5
2011,6/4/2011,3:00,6/4/2011 3:00,2,,3,,3,,5,4.5
2011,6/4/2011,4:00,6/4/2011 4:00,2,,2.5,,2.5,,4.5,4.5
2011,6/4/2011,5:00,6/4/2011 5:00,2,,2.5,,2.5,,4.5,4.5
2011,6/4/2011,6:00,6/4/2011 6:00,3,,2.5,,3,,4.5,4.5
2011,6/4/2011,7:00,6/4/2011 7:00,3,,2.5,,3,,4.5,4.5
2011,6/4/2011,8:00,6/4/2011 8:00,3,,2.5,,2.5,,4.5,4.5
2011,6/4/2011,9:00,6/4/2011 9:00,4,,3.5,,3.5,,5,5.5
2011,6/4/2011,10:00,6/4/2011 10:00,5,,4.5,,5,,6,7
2011,6/4/2011,11:00,6/4/2011 11:00,7,,8.5,,9,,7.5,9.5
2011,6/4/2011,12:00,6/4/2011 12:00,8,,10.5,,11,,8.5,11
2011,6/4/2011,13:00,6/4/2011 13:00,10,,13.5,,14.5,,9,14
2011,6/4/2011,14:00,6/4/2011 14:00,11,,13,,15,,9.5,14.5
2011,6/4/2011,15:00,6/4/2011 15:00,9,,13.5,,15,,9.5,14.5
2011,6/4/2011,16:00,6/4/2011 16:00,10,,13,,10.5,,9,13
2011,6/4/2011,17:00,6/4/2011 17:00,11,,11,,10,,9.5,13
2011,6/4/2011,18:00,6/4/2011 18:00,11,,10,,8.5,,9,13
2011,6/4/2011,19:00,6/4/2011 19:00,10,,8.5,,7.5,,9,11.5
2011,6/4/2011,20:00,6/4/2011 20:00,9,,7.5,,6.5,,8,10.5
2011,6/4/2011,21:00,6/4/2011 21:00,9,,6.5,,6,,7.5,9.5
2011,6/4/2011,22:00,6/4/2011 22:00,8,,6,,5.5,,6.5,8.5
2011,6/4/2011,23:00,6/4/2011 23:00,8,,5.5,,5.5,,6.5,8
2011,6/5/2011,0:00,6/5/2011 0:00,7,,4.5,,4.5,,6.5,7
2011,6/5/2011,1:00,6/5/2011 1:00,7,,4.5,,4.5,,6,6.5
2011,6/5/2011,2:00,6/5/2011 2:00,6,,4,,4,,6,6
2011,6/5/2011,3:00,6/5/2011 3:00,6,,3.5,,4,,5.5,6
2011,6/5/2011,4:00,6/5/2011 4:00,6,,3.5,,3.5,,5.5,6
2011,6/5/2011,5:00,6/5/2011 5:00,5,,3,,2.5,,5.5,5.5
2011,6/5/2011,6:00,6/5/2011 6:00,6,,3,,3,,5.5,5.5
2011,6/5/2011,7:00,6/5/2011 7:00,7,,4.5,,4,,6,6
2011,6/5/2011,8:00,6/5/2011 8:00,9,,6.5,,6,,7,7.5
2011,6/5/2011,9:00,6/5/2011 9:00,11,,9,,8.5,,9,9.5
2011,6/5/2011,10:00,6/5/2011 10:00,13,,12,,11,,10.5,11.5
2011,6/5/2011,11:00,6/5/2011 11:00,14,,14.5,,13.5,,12.5,14
2011,6/5/2011,12:00,6/5/2011 12:00,16,,16.5,,16.5,,14,16
2011,6/5/2011,13:00,6/5/2011 13:00,17,,18,,18.5,,15.5,17.5
2011,6/5/2011,14:00,6/5/2011 14:00,18,,19.5,,20.5,,16,18.5
2011,6/5/2011,15:00,6/5/2011 15:00,18,,19.5,,21,,17,19.5
2011,6/5/2011,16:00,6/5/2011 16:00,18,,19,,21,,17.5,20
2011,6/5/2011,17:00,6/5/2011 17:00,19,,18,,20.5,,17.5,20
2011,6/5/2011,18:00,6/5/2011 18:00,19,,17.5,,18,,17,19
2011,6/5/2011,19:00,6/5/2011 19:00,19,,15.5,,15.5,,16.5,18
2011,6/5/2011,20:00,6/5/2011 20:00,18,,13,,13,,15.5,15
2011,6/5/2011,21:00,6/5/2011 21:00,17,,10.5,,10,,14,13.5
2011,6/5/2011,22:00,6/5/2011 22:00,12,,8.5,,8.5,,13,12
2011,6/5/2011,23:00,6/5/2011 23:00,11,,7.5,,7,,11,11
2011,6/6/2011,0:00,6/6/2011 0:00,10,,6.5,,6,,9.5,10
2011,6/6/2011,1:00,6/6/2011 1:00,9,,5.5,,5,,9,9
2011,6/6/2011,2:00,6/6/2011 2:00,9,,4.5,,4.5,,8.5,8.5
2011,6/6/2011,3:00,6/6/2011 3:00,8,,4.5,,5,,8.5,8
2011,6/6/2011,4:00,6/6/2011 4:00,8,,5,,5,,8.5,8
2011,6/6/2011,5:00,6/6/2011 5:00,8,,5,,5,,8.5,7.5
2011,6/6/2011,6:00,6/6/2011 6:00,8,,5,,5.5,,8,7.5
2011,6/6/2011,7:00,6/6/2011 7:00,9,,6,,6.5,,8.5,8
2011,6/6/2011,8:00,6/6/2011 8:00,7,,7,,7.5,,8.5,8
2011,6/6/2011,9:00,6/6/2011 9:00,7,,7.5,,8,,9,8.5
2011,6/6/2011,10:00,6/6/2011 10:00,7,,8.5,,8.5,,9.5,8.5
2011,6/6/2011,11:00,6/6/2011 11:00,8,,8,,10,,10.5,10
2011,6/6/2011,12:00,6/6/2011 12:00,8,,10,,11,,10.5,10.5
2011,6/6/2011,13:00,6/6/2011 13:00,9,,10.5,,11,,11.5,11
2011,6/6/2011,14:00,6/6/2011 14:00,10,,11.5,,11.5,,11.5,12
2011,6/6/2011,15:00,6/6/2011 15:00,10,,12,,12,,12,12.5
2011,6/6/2011,16:00,6/6/2011 16:00,11,,12.5,,12.5,,12,12.5
2011,6/6/2011,17:00,6/6/2011 17:00,11,,12,,11.5,,12.5,12.5
2011,6/6/2011,18:00,6/6/2011 18:00,,,11.5,,11,,12,12.5
