"","Pond","meanProd.ug.cm.day","seProd.ug.cm.day","meanProd.mg.dm.day","seProd.mg.dm.day","meanProd.ug.dm.day","seProd.ug.dm.day","meanGP.ug.C.day","seGP.ug.cm.day","meanGP.mg.dm.day","seGP.mg.dm.day","meanGP.ug.dm.day","seGP.ug.dm.day"
"1","East",1.40962962946667,0.126794931783602,0.140962962946667,0.00732050879971428,140.962962946667,7.32050879971428,1.16972222213333,0.421105339344527,0.116972222213333,0.0421105339344527,116.972222213333,42.1105339344527
"2","Golf",1.13599537027083,1.45381070923709,0.113599537027083,0.0839358004328796,113.599537027083,83.9358004328796,0.632378472083334,0.842900084750595,0.0632378472083334,0.0842900084750595,63.2378472083333,84.2900084750595
"3","Ice",2.12867647088235,2.78047789072454,0.212867647088235,0.160530965868561,212.867647088235,160.530965868561,-0.200980392352941,0.182777829123855,-0.0200980392352941,0.0182777829123855,-20.0980392352941,18.2777829123855
"4","NoOil",-0.415316358,0.990004054491807,-0.0415316358,0.0571579107359666,-41.5316358,57.1579107359666,0.601980452592593,0.493577196197686,0.0601980452592593,0.0493577196197686,60.1980452592593,49.3577196197686
"5","Oil",0.644566377160494,0.382959932465441,0.0644566377160494,0.0221102020097763,64.4566377160494,22.1102020097763,0.714163237320988,0.261383034959164,0.0714163237320988,0.0261383034959164,71.4163237320988,26.1383034959164
"6","Vulgaris",5.00451388783333,1.96533528867029,0.500451388783333,0.113468685796166,500.451388783333,113.468685796167,2.0916666655,2.13869106779124,0.20916666655,0.213869106779124,209.16666655,213.869106779124
"7","Vulgaris small",3.8953703705,1.820284122594,0.38953703705,0.105094152818125,389.53703705,105.094152818125,2.65081018533333,1.36799786537674,0.265081018533333,0.136799786537674,265.081018533333,136.799786537674
"8","Waterfall",1.60835537925397,0.989720023872245,0.160835537925397,0.0571415122205003,160.835537925397,57.1415122205003,1.13282627857143,0.643876928272208,0.113282627857143,0.0643876928272208,113.282627857143,64.3876928272208
